,qval,spatially_variable
gene_106,0.973369449884585,0
gene_107,0.973369449884585,0
gene_108,0.973369449884585,0
gene_109,0.973369449884585,0
gene_110,0.973369449884585,0
gene_111,0.973369449884585,0
gene_112,0.973369449884585,0
gene_113,0.973369449884585,0
gene_114,0.973369449884585,0
gene_115,0.973369449884585,0
gene_116,0.973369449884585,0
gene_117,0.973369449884585,0
gene_118,0.973369449884585,0
gene_119,0.973369449884585,0
gene_120,0.973369449884585,0
gene_121,0.973369449884585,0
gene_122,0.973369449884585,0
gene_123,0.973369449884585,0
gene_124,0.973369449884585,0
gene_125,0.973369449884585,0
gene_126,0.2994655921709515,0
gene_127,0.973369449884585,0
gene_128,0.973369449884585,0
gene_129,0.973369449884585,0
gene_130,0.973369449884585,0
gene_131,0.973369449884585,0
gene_132,0.973369449884585,0
gene_133,0.973369449884585,0
gene_134,0.973369449884585,0
gene_135,0.973369449884585,0
gene_136,0.9289374206575503,0
gene_137,0.4825540992591873,0
gene_138,0.973369449884585,0
gene_139,0.6393025751889331,0
gene_140,0.973369449884585,0
gene_141,0.973369449884585,0
gene_142,0.973369449884585,0
gene_143,0.973369449884585,0
gene_144,0.973369449884585,0
gene_145,0.973369449884585,0
gene_146,0.973369449884585,0
gene_147,0.973369449884585,0
gene_148,0.973369449884585,0
gene_149,0.973369449884585,0
gene_150,0.973369449884585,0
gene_151,0.6393025751889331,0
gene_152,0.973369449884585,0
gene_153,0.973369449884585,0
gene_154,0.973369449884585,0
gene_155,0.973369449884585,0
gene_156,0.973369449884585,0
gene_157,0.7953715433116223,0
gene_158,0.973369449884585,0
gene_159,0.7953715433116223,0
gene_160,0.973369449884585,0
gene_161,0.973369449884585,0
gene_162,0.973369449884585,0
gene_163,0.973369449884585,0
gene_164,0.973369449884585,0
gene_165,0.8680120055144204,0
gene_166,0.973369449884585,0
gene_167,0.973369449884585,0
gene_168,0.973369449884585,0
gene_169,0.973369449884585,0
gene_170,0.973369449884585,0
gene_171,0.973369449884585,0
gene_172,0.973369449884585,0
gene_173,0.973369449884585,0
gene_174,0.973369449884585,0
gene_175,0.973369449884585,0
gene_176,0.973369449884585,0
gene_177,0.08365091925034317,0
gene_178,0.5110260762740686,0
gene_179,0.973369449884585,0
gene_180,0.973369449884585,0
gene_181,0.973369449884585,0
gene_182,0.9465987187587737,0
gene_183,0.973369449884585,0
gene_184,0.973369449884585,0
gene_185,0.973369449884585,0
gene_186,0.973369449884585,0
gene_187,0.973369449884585,0
gene_188,0.973369449884585,0
gene_189,0.973369449884585,0
gene_190,0.973369449884585,0
gene_191,0.973369449884585,0
gene_192,0.973369449884585,0
gene_193,0.16490733675903635,0
gene_194,0.973369449884585,0
gene_195,0.973369449884585,0
gene_196,0.973369449884585,0
gene_197,0.973369449884585,0
gene_198,0.973369449884585,0
gene_199,0.973369449884585,0
gene_200,0.973369449884585,0
gene_201,0.973369449884585,0
gene_202,0.973369449884585,0
gene_203,0.973369449884585,0
gene_204,0.877109164512212,0
gene_205,0.973369449884585,0
gene_206,0.973369449884585,0
gene_207,0.973369449884585,0
gene_208,0.973369449884585,0
gene_209,0.973369449884585,0
gene_210,0.973369449884585,0
gene_211,0.973369449884585,0
gene_212,0.973369449884585,0
gene_213,0.973369449884585,0
gene_214,0.973369449884585,0
gene_215,0.973369449884585,0
gene_216,0.973369449884585,0
gene_217,0.973369449884585,0
gene_218,0.48373603844948454,0
gene_219,0.973369449884585,0
gene_220,0.973369449884585,0
gene_221,0.973369449884585,0
gene_222,0.973369449884585,0
gene_223,0.973369449884585,0
gene_224,0.973369449884585,0
gene_225,0.973369449884585,0
gene_226,0.973369449884585,0
gene_227,0.973369449884585,0
gene_228,0.973369449884585,0
gene_229,0.973369449884585,0
gene_230,0.973369449884585,0
gene_231,0.973369449884585,0
gene_232,0.973369449884585,0
gene_233,0.973369449884585,0
gene_234,0.973369449884585,0
gene_235,0.9289374206575503,0
gene_236,0.973369449884585,0
gene_237,0.973369449884585,0
gene_238,0.973369449884585,0
gene_239,0.973369449884585,0
gene_240,0.973369449884585,0
gene_241,0.973369449884585,0
gene_242,0.973369449884585,0
gene_243,0.8082912831705673,0
gene_244,0.973369449884585,0
gene_245,0.7953715433116223,0
gene_246,0.973369449884585,0
gene_247,0.973369449884585,0
gene_248,0.973369449884585,0
gene_249,0.973369449884585,0
