,pvals_adj,spatially_variable
gene_73,0.26990805977352833,0
gene_74,0.8103434647331254,0
gene_75,0.7726282658614608,0
gene_76,0.7113812953339358,0
gene_77,0.0008270778527449159,0
gene_78,0.3728521167887692,0
gene_79,0.24315190470087356,0
gene_80,0.5715158960799736,0
gene_81,0.7173603660774822,0
gene_82,0.9826545885522907,0
gene_83,0.5589258875834783,0
gene_84,0.683071078710935,0
gene_85,0.6040158599666019,0
gene_86,0.697355952739928,0
gene_87,0.6878890753677626,0
gene_88,0.28416757174839113,0
gene_89,0.6533704099601679,0
gene_90,0.5589258875834783,0
gene_91,0.00020408862562502678,0
gene_92,0.2856693234414395,0
gene_93,0.5669686300307915,0
gene_94,0.4222174529723177,0
gene_95,0.49952277562096725,0
gene_96,0.4359586037253575,0
gene_97,0.37738999678692864,0
gene_98,0.5836588092131053,0
gene_99,0.6251794989855534,0
gene_100,5.297838638394531e-07,0
gene_101,0.27724841122539545,0
gene_102,0.8016394396368026,0
gene_103,0.6533704099601679,0
gene_104,0.7265077810303437,0
gene_105,0.9446521006115036,0
gene_106,0.7265077810303437,0
gene_107,0.740787570199064,0
gene_108,0.4217412334273266,0
gene_109,0.8795467253303376,0
gene_110,0.1084305201023103,0
gene_111,0.7105771204359166,0
gene_112,0.3425832013018002,0
gene_113,0.6847546019037444,0
gene_114,0.6821429858117771,0
gene_115,0.6638916791366498,0
gene_116,0.8103434647331254,0
gene_117,0.6535717791078917,0
gene_118,0.8788407148056143,0
gene_119,0.8807044952094925,0
gene_120,0.4948149817612336,0
gene_121,0.9153316037147657,0
gene_122,0.19931666567535172,0
gene_123,0.40844608468562577,0
gene_124,0.18336025516234913,0
gene_125,0.061811642264292116,0
gene_126,0.4006492081448042,0
gene_127,0.6011472806093033,0
gene_128,0.4069313614739426,0
gene_129,0.5836588092131053,0
gene_130,0.7277212554275009,0
gene_131,0.6533704099601679,0
gene_132,9.934455471459049e-07,0
gene_133,0.3160316277724016,0
gene_134,0.06338075431592977,0
gene_135,0.6535717791078917,0
gene_136,0.011884812639255282,0
gene_137,0.6878890753677626,0
gene_138,0.7783598420017522,0
gene_139,0.33118343357230484,0
gene_140,0.49374673259442686,0
gene_141,0.4222174529723177,0
gene_142,0.20389605393343632,0
gene_143,0.00853940375952947,0
gene_144,0.7013368184864989,0
gene_145,0.683071078710935,0
gene_146,0.8497671514782468,0
gene_147,0.4222174529723177,0
gene_148,0.5514918424376615,0
gene_149,0.33556008395714376,0
gene_150,0.06338075431592977,0
gene_151,0.2668312656777256,0
gene_152,0.2500816232471699,0
gene_153,0.4449696530650019,0
gene_154,0.33118343357230484,0
gene_155,0.7910223319784109,0
gene_156,0.06989199497963644,0
gene_157,0.37738999678692864,0
gene_158,0.050946159523803124,0
gene_159,0.6011472806093033,0
gene_160,0.8016394396368026,0
gene_161,0.4222174529723177,0
gene_162,0.446989973445793,0
gene_163,0.4222174529723177,0
gene_164,0.04671953185445879,0
gene_165,0.5309444034513537,0
gene_166,0.0932206710475288,0
gene_167,0.42299945085622187,0
gene_168,0.9038974302800304,0
gene_169,0.08624160093344185,0
gene_170,0.35066996691263336,0
gene_171,0.8199015287454837,0
gene_172,0.586688461075108,0
gene_173,0.318008709287172,0
gene_174,0.3656221737737576,0
gene_175,0.989046272632349,0
gene_176,0.7677854040186138,0
gene_177,0.06690196484982829,0
gene_178,0.7338165097468653,0
gene_179,0.05789479033518251,0
gene_180,0.7458531236643419,0
gene_181,0.40844608468562577,0
gene_182,0.4084434369122281,0
gene_183,0.18115877067283434,0
gene_184,0.5514918424376615,0
gene_185,0.5956633267391889,0
gene_186,0.28416757174839113,0
gene_187,0.06309117693695886,0
gene_188,0.586688461075108,0
gene_189,0.01729067260902183,0
gene_190,0.7456722718550652,0
gene_191,0.43509906428215056,0
gene_192,0.197404352855083,0
gene_193,0.48787294089648914,0
gene_194,0.3728521167887692,0
gene_195,0.6899347370259017,0
gene_196,0.77226035446482,0
gene_197,0.6691012648419776,0
gene_198,0.5133714567215072,0
gene_199,0.6641864885233727,0
gene_200,0.8335998904964043,0
gene_201,0.20619535194564037,0
gene_202,0.586688461075108,0
gene_203,0.4414411854561475,0
gene_204,0.1489449959572241,0
gene_205,0.1928584926366693,0
gene_206,0.49326675317627533,0
gene_207,0.18336025516234913,0
gene_208,0.1808814536511349,0
gene_209,0.11671179281382583,0
gene_210,0.6034664687372402,0
gene_211,0.12250653708387499,0
gene_212,0.6105812253879194,0
gene_213,0.002131765990060521,0
gene_214,0.7946314011099073,0
gene_215,0.2668312656777256,0
gene_216,0.6412820535440672,0
gene_217,0.8340768834629639,0
gene_218,0.5133714567215072,0
gene_219,0.4217412334273266,0
gene_220,0.697355952739928,0
gene_221,0.49326675317627533,0
gene_222,0.2668312656777256,0
gene_223,0.06064639257245315,0
gene_224,0.586688461075108,0
gene_225,0.318008709287172,0
gene_226,0.6533704099601679,0
gene_227,0.2034067268687052,0
gene_228,0.33118343357230484,0
gene_229,0.7677854040186138,0
gene_230,0.2543135829081765,0
gene_231,0.4084434369122281,0
gene_232,0.39670360021217776,0
gene_233,0.6535717791078917,0
gene_234,0.43593368154171624,0
gene_235,0.43509906428215056,0
gene_236,0.1084305201023103,0
gene_237,0.33556008395714376,0
gene_238,0.8083182862842018,0
gene_239,0.37899766988046774,0
gene_240,0.8795467253303376,0
gene_241,0.2500816232471699,0
gene_242,0.06076179627499939,0
gene_243,0.4222174529723177,0
gene_244,0.1458181358509034,0
gene_245,0.6535717791078917,0
gene_246,0.6011472806093033,0
gene_247,0.586688461075108,0
gene_248,0.6535717791078917,0
gene_249,0.19128506675348084,0
