,pvals_adj,spatially_variable
gene_68,0.6474875963033349,0
gene_69,0.14447010779717498,0
gene_70,0.8784666564902258,0
gene_71,0.7930636649782608,0
gene_72,0.6716650467369472,0
gene_73,0.5361215521539748,0
gene_74,0.5579639817839384,0
gene_75,0.3383659142824297,0
gene_76,0.7325978463786244,0
gene_77,0.1023352358621028,0
gene_78,0.5070337059460603,0
gene_79,0.1329028919996233,0
gene_80,0.42297286336859036,0
gene_81,0.7044752312009829,0
gene_82,0.6726117212788225,0
gene_83,0.45508582788852375,0
gene_84,1.2071798808722587e-14,0
gene_85,0.07259834410998542,0
gene_86,0.3037241899372288,0
gene_87,0.8582670067123359,0
gene_88,0.5740426365394588,0
gene_89,0.6729132346127024,0
gene_90,0.20077488103372654,0
gene_91,0.7613225832265964,0
gene_92,0.5292730988739732,0
gene_93,0.4087350160702137,0
gene_94,0.5767162511521927,0
gene_95,0.6726117212788225,0
gene_96,0.037412664288702165,0
gene_97,0.19149523514671815,0
gene_98,0.10828718353277302,0
gene_99,0.5740426365394588,0
gene_100,0.41201065858086866,0
gene_101,0.0005087619231893003,0
gene_102,0.6811002410850782,0
gene_103,0.7033225216374549,0
gene_104,0.5292730988739732,0
gene_105,0.6726117212788225,0
gene_106,0.0955864509594676,0
gene_107,0.6474875963033349,0
gene_108,0.1840952549814704,0
gene_109,0.041271260872066354,0
gene_110,0.272934344345235,0
gene_111,0.5128294456966405,0
gene_112,0.6912168368398466,0
gene_113,0.035105125619557115,0
gene_114,0.5128294456966405,0
gene_115,0.5740426365394588,0
gene_116,0.19319509194488932,0
gene_117,0.05229974725915995,0
gene_118,0.614220188966151,0
gene_119,0.23486240001175115,0
gene_120,0.5077233527712905,0
gene_121,0.3173364580570102,0
gene_122,0.15189595496085082,0
gene_123,0.42780622777617494,0
gene_124,0.8317025813524369,0
gene_125,0.7171850371581117,0
gene_126,0.4598070272721702,0
gene_127,0.45508582788852375,0
gene_128,0.381780776856847,0
gene_129,0.4744834890307507,0
gene_130,0.8077110824108692,0
gene_131,0.4958078620631069,0
gene_132,0.49721629016136976,0
gene_133,0.4958128502025923,0
gene_134,0.13468054963120635,0
gene_135,0.6837788244060168,0
gene_136,0.548210729094622,0
gene_137,0.7006794594948001,0
gene_138,0.0016060020943517415,0
gene_139,0.381780776856847,0
gene_140,0.44333854333583234,0
gene_141,0.31509892068808953,0
gene_142,0.31509892068808953,0
gene_143,0.6255783617315065,0
gene_144,0.6255783617315065,0
gene_145,0.3164679184033541,0
gene_146,0.6319017918213717,0
gene_147,0.14447010779717498,0
gene_148,0.5361215521539748,0
gene_149,0.3383659142824297,0
gene_150,0.8421422994766903,0
gene_151,0.6756646882601127,0
gene_152,0.8028449006132313,0
gene_153,0.3685090713077791,0
gene_154,0.24458195858692,0
gene_155,0.8313965092887915,0
gene_156,0.026464721322482027,0
gene_157,4.143594613116932e-06,0
gene_158,0.26329306551886866,0
gene_159,0.5562287514774151,0
gene_160,0.5361215521539748,0
gene_161,0.8001254435071713,0
gene_162,3.760188548264173e-14,0
gene_163,0.02575792278773922,0
gene_164,0.5169416437219873,0
gene_165,0.6465805623477797,0
gene_166,0.6716650467369472,0
gene_167,0.5740426365394588,0
gene_168,0.21525814023789072,0
gene_169,0.3255223161211451,0
gene_170,0.44333854333583234,0
gene_171,0.12325013100806122,0
gene_172,0.5740426365394588,0
gene_173,0.636573235570576,0
gene_174,0.26329306551886866,0
gene_175,0.6726117212788225,0
gene_176,0.01699224614418067,0
gene_177,0.4456353561651527,0
gene_178,0.64931273446559,0
gene_179,0.14447010779717498,0
gene_180,0.0019605490291596593,0
gene_181,0.7823284226452214,0
gene_182,0.781094594698213,0
gene_183,0.22548900337218447,0
gene_184,0.756211088624665,0
gene_185,0.1962556034967312,0
gene_186,0.4846540442349276,0
gene_187,0.25170266633022664,0
gene_188,0.059847681827117305,0
gene_189,0.5562287514774151,0
gene_190,0.6114407049832878,0
gene_191,0.5561368816612433,0
gene_192,0.5408738093918568,0
gene_193,0.8936192173363072,0
gene_194,0.6255783617315065,0
gene_195,0.23486240001175115,0
gene_196,0.17316231439260266,0
gene_197,0.20848567157711068,0
gene_198,0.5292730988739732,0
gene_199,0.19319509194488932,0
gene_200,0.3523163203039629,0
gene_201,0.058861546969631556,0
gene_202,0.1788523315931641,0
gene_203,0.5128294456966405,0
gene_204,0.19319509194488932,0
gene_205,0.20897795098083827,0
gene_206,0.8317025813524369,0
gene_207,0.615273369731298,0
gene_208,0.5579639817839384,0
gene_209,0.34486881405139097,0
gene_210,0.6248846156038987,0
gene_211,0.6841025596373711,0
gene_212,0.39033519187571647,0
gene_213,0.41201065858086866,0
gene_214,0.49721629016136976,0
gene_215,0.7752077662177813,0
gene_216,0.5579639817839384,0
gene_217,0.049644847839989584,0
gene_218,0.5562287514774151,0
gene_219,0.04447700975445312,0
gene_220,0.25170266633022664,0
gene_221,0.5128294456966405,0
gene_222,0.6412944101117419,0
gene_223,0.17254540517928152,0
gene_224,0.5696969866384445,0
gene_225,0.15189595496085082,0
gene_226,0.31144710274138615,0
gene_227,0.4846540442349276,0
gene_228,0.45508582788852375,0
gene_229,0.5528556062596655,0
gene_230,0.7089032332045991,0
gene_231,0.8534087321173158,0
gene_232,0.508154131289763,0
gene_233,0.482399975492228,0
gene_234,0.6474875963033349,0
gene_235,0.1054443303599322,0
gene_236,0.003415154884469634,0
gene_237,0.38386124466414806,0
gene_238,0.1329028919996233,0
gene_239,0.717346976166538,0
gene_240,0.4960702965346225,0
gene_241,3.5265485780998385e-12,0
gene_242,0.7171850371581117,0
gene_243,0.5085834482564607,0
gene_244,0.8936192173363072,0
gene_245,0.5111727651120842,0
gene_246,0.176665562079085,0
gene_247,0.4744834890307507,0
gene_248,0.5704624571891261,0
gene_249,0.32359790819069245,0
