,fdr,spatially_variable
gene_65,0.001977032668042198,0
gene_66,0.021249049315894483,0
gene_67,0.010053310545680108,0
gene_68,0.0010454253340507215,0
gene_69,0.00018810750066807042,0
gene_70,0.005421246551885131,0
gene_71,0.012167947949771035,0
gene_72,0.06545979809154924,0
gene_73,0.0027669613998630737,0
gene_74,0.03925363130637887,0
gene_75,0.003066961401249839,0
gene_76,0.11494693010472852,0
gene_77,0.011226465192268673,0
gene_78,0.002193874004263514,0
gene_79,0.012260384792535488,0
gene_80,0.014390763589730711,0
gene_81,0.02888760494104993,0
gene_82,0.015773464549412544,0
gene_83,0.5057679108742139,0
gene_84,0.01662553274351184,0
gene_85,0.008320179634250776,0
gene_86,0.024947054813946507,0
gene_87,0.007384521258713566,0
gene_88,0.00808855658334359,0
gene_89,0.02113617266679634,0
gene_90,0.017205358774132287,0
gene_91,0.0037632158394168306,0
gene_92,0.5057679108742139,0
gene_93,0.011501795958488282,0
gene_94,0.5057679108742139,0
gene_95,0.01662553274351184,0
gene_96,0.012385223127400091,0
gene_97,0.002939706459010936,0
gene_98,0.001977032668042198,0
gene_99,0.548055743372184,0
gene_100,0.0037632158394168306,0
gene_101,0.013231612021418837,0
gene_102,0.008200604351765976,0
gene_103,0.000335761331148915,0
gene_104,0.002606904932946333,0
gene_105,0.00512515718316084,0
gene_106,0.003111997320496201,0
gene_107,0.008104297050016874,0
gene_108,0.0005048893502871633,0
gene_109,0.01342478131074084,0
gene_110,0.0297645977478419,0
gene_111,0.016574799992873313,0
gene_112,0.004299308595728245,0
gene_113,0.002712859868943949,0
gene_114,0.17334474385126233,0
gene_115,0.02031694329514775,0
gene_116,0.0052820251663747075,0
gene_117,0.5057679108742139,0
gene_118,0.005286862895173073,0
gene_119,0.49762966262457126,0
gene_120,0.004562707679210835,0
gene_121,0.4835486892261387,0
gene_122,0.5045520799340149,0
gene_123,0.0033840518416074577,0
gene_124,0.00593689283486173,0
gene_125,0.051716682672523454,0
gene_126,0.008323638053035971,0
gene_127,0.013295420342878637,0
gene_128,0.0037632158394168306,0
gene_129,0.05624029333537626,0
gene_130,0.02863492778312135,0
gene_131,0.025612287633058513,0
gene_132,0.0029036027702782617,0
gene_133,0.011747795938110157,0
gene_134,0.02662006078501612,0
gene_135,0.5057679108742139,0
gene_136,0.0013932638257023436,0
gene_137,0.026564036208018445,0
gene_138,0.03484359028545841,0
gene_139,0.46658131775024136,0
gene_140,0.0063068448501525055,0
gene_141,0.00844488065440188,0
gene_142,0.01342478131074084,0
gene_143,0.01662553274351184,0
gene_144,0.00593689283486173,0
gene_145,0.01871481686061621,0
gene_146,0.016152643225740924,0
gene_147,0.005259756671295437,0
gene_148,0.12073111503916535,0
gene_149,0.001139144440177504,0
gene_150,0.5057679108742139,0
gene_151,0.11494693010472852,0
gene_152,0.02471753268389119,0
gene_153,0.00807022035062394,0
gene_154,0.008200604351765976,0
gene_155,0.021628832580461856,0
gene_156,0.0012468895940310476,0
gene_157,0.016246522257149256,0
gene_158,0.04603282633001888,0
gene_159,0.005484466756211981,0
gene_160,0.017616151359650025,0
gene_161,0.0018696211016111346,0
gene_162,0.009733676873312015,0
gene_163,0.005996173971442811,0
gene_164,0.004356403460672547,0
gene_165,0.09266635929304899,0
gene_166,0.0026017254034376466,0
gene_167,0.021067711419197336,0
gene_168,0.013295420342878637,0
gene_169,0.5057679108742139,0
gene_170,0.015471662982195765,0
gene_171,0.5057679108742139,0
gene_172,0.006291259821236603,0
gene_173,0.07252752749836353,0
gene_174,0.012260384792535488,0
gene_175,0.005617020491581688,0
gene_176,0.008606815358088108,0
gene_177,0.026564036208018445,0
gene_178,0.0031525388822402924,0
gene_179,0.008104297050016874,0
gene_180,0.009725116694243746,0
gene_181,0.04662623073850012,0
gene_182,0.0013492091964282696,0
gene_183,0.013515919384540186,0
gene_184,0.012604716436605582,0
gene_185,0.012604716436605582,0
gene_186,0.017014071171760608,0
gene_187,0.002307845742059048,0
gene_188,0.0024480016535319738,0
gene_189,0.009725116694243746,0
gene_190,0.005259756671295437,0
gene_191,0.05624029333537626,0
gene_192,0.050462521414696766,0
gene_193,0.014390763589730711,0
gene_194,0.020367290756065595,0
gene_195,0.013195478022832528,0
gene_196,0.05979247021917222,0
gene_197,0.007409833863543202,0
gene_198,0.002606904932946333,0
gene_199,0.011628099087391023,0
gene_200,0.022089826419901922,0
gene_201,0.5057679108742139,0
gene_202,0.0041404538277608725,0
gene_203,0.4622745995624367,0
gene_204,0.005617020491581688,0
gene_205,0.01919903879722627,0
gene_206,0.0013492091964282696,0
gene_207,0.013295420342878637,0
gene_208,0.012604716436605582,0
gene_209,0.0027669613998630737,0
gene_210,0.047884979768648334,0
gene_211,0.001139144440177504,0
gene_212,0.5057679108742139,0
gene_213,0.005544109591377038,0
gene_214,0.0018696211016111346,0
gene_215,0.005421246551885131,0
gene_216,0.045542358642911694,0
gene_217,3.311535175440752e-12,0
gene_218,0.0009871036830934458,0
gene_219,0.0031525388822402924,0
gene_220,0.025612287633058513,0
gene_221,0.001139144440177504,0
gene_222,0.02471753268389119,0
gene_223,0.013609317922402598,0
gene_224,0.0013932638257023436,0
gene_225,0.010540866012401163,0
gene_226,0.002984736297903162,0
gene_227,0.0008945614571796252,0
gene_228,0.020722348641002395,0
gene_229,0.4929542149137446,0
gene_230,0.012604716436605582,0
gene_231,0.006726751877103853,0
gene_232,0.008200604351765976,0
gene_233,0.09851930006307237,0
gene_234,0.014935432389288239,0
gene_235,0.0018696211016111346,0
gene_236,0.04662623073850012,0
gene_237,0.000253480318270517,0
gene_238,0.5045520799340149,0
gene_239,0.003675494079147906,0
gene_240,0.005673156372419854,0
gene_241,0.001977032668042198,0
gene_242,0.0017768650021930327,0
gene_243,0.014390763589730711,0
gene_244,0.012959552454295253,0
gene_245,0.013644560499225192,0
gene_246,0.0018696211016111346,0
gene_247,0.012805340346778528,0
gene_248,0.009782563363120554,0
gene_249,0.01952285701176737,0
