,fdr,spatially_variable
gene_65,0.005323750062464559,0
gene_66,0.010442400667378319,0
gene_67,0.06564190285108208,0
gene_68,0.004904481624706411,0
gene_69,0.5077459577390862,0
gene_70,0.0024148390926303975,0
gene_71,0.017854238479382806,0
gene_72,0.49551430605130414,0
gene_73,0.009124385704928153,0
gene_74,0.0005754537164923538,0
gene_75,0.00471718215959539,0
gene_76,0.005215600134259911,0
gene_77,0.0063104927324254285,0
gene_78,0.017827954624659092,0
gene_79,0.005215600134259911,0
gene_80,0.005686341364269042,0
gene_81,0.0032373451747836584,0
gene_82,0.02217807099600045,0
gene_83,0.01839376441768455,0
gene_84,0.0022221534980361736,0
gene_85,0.021796569454881825,0
gene_86,0.009306823241716295,0
gene_87,0.000794054269990004,0
gene_88,0.012222721551732726,0
gene_89,0.012367574768249772,0
gene_90,0.49532726261943716,0
gene_91,0.00471718215959539,0
gene_92,0.037303890289818384,0
gene_93,0.00047076579429075616,0
gene_94,0.006832982263512792,0
gene_95,0.0022484108549518872,0
gene_96,0.022612662446452308,0
gene_97,0.007674100118575685,0
gene_98,0.006467660028108193,0
gene_99,0.041489924032751424,0
gene_100,0.009412115973175983,0
gene_101,0.005019095499152115,0
gene_102,0.0024148390926303975,0
gene_103,0.0013117205737342556,0
gene_104,0.015749161304853335,0
gene_105,0.02860167918353006,0
gene_106,0.5077459577390862,0
gene_107,0.06698628084063114,0
gene_108,0.00573152692918156,0
gene_109,0.0063104927324254285,0
gene_110,0.01163969217203219,0
gene_111,0.5110533692275743,0
gene_112,0.005873851255156531,0
gene_113,0.012120283976026987,0
gene_114,0.00844206109385483,0
gene_115,0.0034934932906566314,0
gene_116,0.01575345179360498,0
gene_117,0.012976739857040209,0
gene_118,0.0331674958839706,0
gene_119,0.0044667458403138205,0
gene_120,0.00042885440749928713,0
gene_121,0.01163969217203219,0
gene_122,0.010448038999338976,0
gene_123,0.037989341156960434,0
gene_124,0.5077459577390862,0
gene_125,0.004265425567424729,0
gene_126,0.005793930137613282,0
gene_127,0.027604541139372007,0
gene_128,0.002160659860811063,0
gene_129,0.013523502406907782,0
gene_130,0.0010573557570283177,0
gene_131,0.011049100068069818,0
gene_132,0.09881941513422939,0
gene_133,0.022753546358254297,0
gene_134,0.013523502406907782,0
gene_135,0.017827954624659092,0
gene_136,0.019602779195019085,0
gene_137,0.0021313622580254607,0
gene_138,0.07663189590881621,0
gene_139,0.017827954624659092,0
gene_140,0.017827954624659092,0
gene_141,0.0029064012207103253,0
gene_142,0.037303890289818384,0
gene_143,0.07500216094198964,0
gene_144,0.0011420284347473284,0
gene_145,0.5077459577390862,0
gene_146,0.0025263362753328894,0
gene_147,0.03686782182252866,0
gene_148,0.005215600134259911,0
gene_149,0.0017088989061408945,0
gene_150,0.00471718215959539,0
gene_151,0.022548678606637458,0
gene_152,0.009412115973175983,0
gene_153,0.005911466603576389,0
gene_154,0.03166762676664589,0
gene_155,0.01616758201637881,0
gene_156,0.062192555064616836,0
gene_157,0.49551430605130414,0
gene_158,0.00021831736858415608,0
gene_159,0.01156439325167773,0
gene_160,0.08735669278357751,0
gene_161,0.5077459577390862,0
gene_162,0.05319305851770045,0
gene_163,0.00011878853161538374,0
gene_164,0.022455932788376622,0
gene_165,0.01163969217203219,0
gene_166,0.03674913946716544,0
gene_167,0.02984630227739401,0
gene_168,0.0063104927324254285,0
gene_169,0.0063104927324254285,0
gene_170,0.009603730588828003,0
gene_171,0.06974658393100373,0
gene_172,0.0002234322397584767,0
gene_173,0.0006573122367167269,0
gene_174,0.007655401597056068,0
gene_175,0.000645845496572725,0
gene_176,0.005977751701208585,0
gene_177,0.020519630715631048,0
gene_178,0.0010573557570283177,0
gene_179,0.008635043983277026,0
gene_180,0.010642595422568846,0
gene_181,0.007524760012210545,0
gene_182,0.017827954624659092,0
gene_183,0.000727059156065858,0
gene_184,0.004015169015754912,0
gene_185,0.00471718215959539,0
gene_186,0.02860167918353006,0
gene_187,0.003240083152573652,0
gene_188,0.5077459577390862,0
gene_189,0.049909780451986026,0
gene_190,0.0021313622580254607,0
gene_191,0.05319305851770045,0
gene_192,0.005215600134259911,0
gene_193,0.008448428532145282,0
gene_194,0.07871578734774658,0
gene_195,0.0025263362753328894,0
gene_196,0.018737058533120795,0
gene_197,0.006832982263512792,0
gene_198,0.017827954624659092,0
gene_199,0.04006809335843803,0
gene_200,0.0021313622580254607,0
gene_201,0.0006573122367167269,0
gene_202,0.048059674505438583,0
gene_203,0.012761940833897168,0
gene_204,0.014241904873439772,0
gene_205,0.02826466759282787,0
gene_206,0.0063160020061557185,0
gene_207,0.008482389343961168,0
gene_208,0.0020545592591932195,0
gene_209,0.0044667458403138205,0
gene_210,0.14174489813012922,0
gene_211,0.0060404997552321585,0
gene_212,0.5077459577390862,0
gene_213,0.016269188906570926,0
gene_214,0.007933085288624237,0
gene_215,0.08950486521135839,0
gene_216,0.003526593474367079,0
gene_217,0.009480576774958003,0
gene_218,0.012360387996059775,0
gene_219,0.0027033063560294676,0
gene_220,0.02058070609533399,0
gene_221,0.05491120741309841,0
gene_222,0.017795892387107923,0
gene_223,0.11818759281976719,0
gene_224,0.013128911076501366,0
gene_225,0.0011420284347473284,0
gene_226,0.003024624775948435,0
gene_227,0.0037757683113177174,0
gene_228,0.0004387024495873791,0
gene_229,0.00433198043554439,0
gene_230,0.5077459577390862,0
gene_231,0.017827954624659092,0
gene_232,0.007029760568385093,0
gene_233,0.5570215805152967,0
gene_234,0.008850270124329632,0
gene_235,0.0006573122367167269,0
gene_236,0.005215600134259911,0
gene_237,0.0019089831320059654,0
gene_238,0.001666976151652996,0
gene_239,0.027604541139372007,0
gene_240,0.024886562370541702,0
gene_241,0.0016924497245915165,0
gene_242,0.028887540769160884,0
gene_243,0.006300178079976229,0
gene_244,0.009204670958031558,0
gene_245,0.15520856113043632,0
gene_246,0.0011420284347473284,0
gene_247,0.005981469598359957,0
gene_248,0.057658286061276494,0
gene_249,0.022154109308683976,0
