,fdr,spatially_variable
gene_65,0.011660915817669553,0
gene_66,0.005254114666525932,0
gene_67,0.05842072175545893,0
gene_68,0.025383579571571134,0
gene_69,0.09934654880974839,0
gene_70,0.0062400360162408195,0
gene_71,0.02433780116012096,0
gene_72,0.00027274446508429687,0
gene_73,0.00424325644748637,0
gene_74,0.005599572790430593,0
gene_75,0.0017824271816473986,0
gene_76,0.00955537682767574,0
gene_77,0.05773012579432739,0
gene_78,8.672351673384605e-05,0
gene_79,0.00043440525946973445,0
gene_80,0.002504881345889838,0
gene_81,0.0316833615036562,0
gene_82,0.042717704492196466,0
gene_83,0.007963038674914906,0
gene_84,0.02752617967841015,0
gene_85,0.0025683849068320287,0
gene_86,0.5025787597107501,0
gene_87,0.012726243030125609,0
gene_88,0.001514512327546927,0
gene_89,0.03140194177501728,0
gene_90,0.005599572790430593,0
gene_91,0.004133455975444781,0
gene_92,0.4915292900845273,0
gene_93,0.002256832451974791,0
gene_94,0.03566548756537157,0
gene_95,0.005723120801450205,0
gene_96,0.022644179069425337,0
gene_97,0.00817639320732334,0
gene_98,0.0010349242329529107,0
gene_99,0.005125190516783932,0
gene_100,0.004133455975444781,0
gene_101,0.0009587063742149936,0
gene_102,0.022989000350868333,0
gene_103,0.002966367866331854,0
gene_104,0.02182232663963685,0
gene_105,0.0052949402502278165,0
gene_106,0.04009519095106308,0
gene_107,0.012591134984531684,0
gene_108,0.0006412469470331661,0
gene_109,0.009770857282605518,0
gene_110,0.005655174386754057,0
gene_111,0.0014429327978542417,0
gene_112,0.0021518746237198317,0
gene_113,0.0316833615036562,0
gene_114,0.010680551480638772,0
gene_115,0.10930650000881328,0
gene_116,0.0033583511358191826,0
gene_117,0.0048300235805297095,0
gene_118,0.002966367866331854,0
gene_119,0.005655174386754057,0
gene_120,0.008420985823459555,0
gene_121,0.025383579571571134,0
gene_122,0.0004040575870170535,0
gene_123,0.5098557052911836,0
gene_124,0.4957313236103233,0
gene_125,0.026928273406080203,0
gene_126,0.026928273406080203,0
gene_127,0.0606556222693441,0
gene_128,0.5372426557639085,0
gene_129,0.0005168293563465694,0
gene_130,0.00813444556723207,0
gene_131,0.009124046978774454,0
gene_132,0.004468774472679526,0
gene_133,0.5098557052911836,0
gene_134,0.006223206633993422,0
gene_135,0.06841273229402539,0
gene_136,0.0048598148232514215,0
gene_137,0.5063868089051542,0
gene_138,0.005599572790430593,0
gene_139,0.09012694992881261,0
gene_140,0.04963215308606903,0
gene_141,0.001396817317046475,0
gene_142,0.0007870903587057589,0
gene_143,0.028879429427582193,0
gene_144,0.0039515877034137,0
gene_145,0.008868121935147617,0
gene_146,0.012726243030125609,0
gene_147,0.030622500927777564,0
gene_148,0.5025787597107501,0
gene_149,0.5334499110341516,0
gene_150,0.0019018123608914982,0
gene_151,8.672351673384605e-05,0
gene_152,0.001280517566302596,0
gene_153,0.006342869060389737,0
gene_154,0.0007500337128854674,0
gene_155,0.5098557052911836,0
gene_156,0.003799625340195082,0
gene_157,0.017026201012306615,0
gene_158,0.026916922447380615,0
gene_159,0.0034566447573852704,0
gene_160,0.0070011139477592545,0
gene_161,0.0025683849068320287,0
gene_162,0.013939157892897801,0
gene_163,0.0316833615036562,0
gene_164,0.00014442973334852276,0
gene_165,0.00042308949306493933,0
gene_166,0.0062464351355659194,0
gene_167,0.0004041183900847564,0
gene_168,0.011942306641767302,0
gene_169,0.0687931985587695,0
gene_170,0.0061943786217327785,0
gene_171,0.012667610489621983,0
gene_172,0.013114592018884945,0
gene_173,0.030622500927777564,0
gene_174,0.0052949402502278165,0
gene_175,0.01135179917966951,0
gene_176,0.04009519095106308,0
gene_177,0.014688712432154789,0
gene_178,0.0006992204172213731,0
gene_179,0.5044306895962156,0
gene_180,0.0003369432883219309,0
gene_181,0.0015244531121598706,0
gene_182,0.05218756994082361,0
gene_183,0.005599572790430593,0
gene_184,0.03299279775423179,0
gene_185,0.0004051448577049983,0
gene_186,0.003224159541033074,0
gene_187,0.05470143722890881,0
gene_188,0.001157796533726307,0
gene_189,0.0006015812208810334,0
gene_190,0.00046811619821483075,0
gene_191,0.0008310462523545793,0
gene_192,0.027678381608353602,0
gene_193,0.002271421916665811,0
gene_194,0.0038016148752118228,0
gene_195,0.003799625340195082,0
gene_196,0.003224159541033074,0
gene_197,0.0009513049159578538,0
gene_198,0.0033583511358191826,0
gene_199,0.008751516423515812,0
gene_200,0.0025674660825574214,0
gene_201,0.030622500927777564,0
gene_202,0.025402408384708225,0
gene_203,0.018137262081990634,0
gene_204,0.0014098564883840018,0
gene_205,0.017026201012306615,0
gene_206,0.03913405134384689,0
gene_207,0.03435309712432168,0
gene_208,0.5025787597107501,0
gene_209,0.5063868089051542,0
gene_210,0.014264902409441081,0
gene_211,0.041144799760162006,0
gene_212,0.006151702708358729,0
gene_213,0.008816391745104376,0
gene_214,0.000356815324520743,0
gene_215,0.03529420945585897,0
gene_216,0.16762481803605456,0
gene_217,0.015902209388774468,0
gene_218,0.009696467160013768,0
gene_219,0.0006992204172213731,0
gene_220,0.5098557052911836,0
gene_221,0.05303925753640238,0
gene_222,0.003757988501632029,0
gene_223,0.001538537920486414,0
gene_224,0.012238149374622039,0
gene_225,0.0007134045345807527,0
gene_226,0.47745665144067045,0
gene_227,0.0026802412390774934,0
gene_228,0.0033583511358191826,0
gene_229,0.5025787597107501,0
gene_230,0.01940425754573195,0
gene_231,0.1512318699343498,0
gene_232,0.001080010960965802,0
gene_233,0.04535684081519222,0
gene_234,0.01895436253574737,0
gene_235,0.0572009688724198,0
gene_236,0.023933843830634165,0
gene_237,0.030622500927777564,0
gene_238,0.022989000350868333,0
gene_239,0.5044306895962156,0
gene_240,0.0006972115376594805,0
gene_241,0.04555930549963214,0
gene_242,0.009530379811441973,0
gene_243,0.00019778335767099434,0
gene_244,0.012667610489621983,0
gene_245,0.040912583799542615,0
gene_246,0.003078415486245033,0
gene_247,0.015447138223063702,0
gene_248,0.5025787597107501,0
gene_249,0.019606648722299547,0
