,fdr,spatially_variable
gene_65,0.020041124602266733,0
gene_66,0.005514741396613015,0
gene_67,0.0046788509564027305,0
gene_68,0.004280845866186541,0
gene_69,0.006349185546587027,0
gene_70,0.005514741396613015,0
gene_71,0.005112127635241279,0
gene_72,0.0020129958738451747,0
gene_73,0.010223859202781667,0
gene_74,0.025842006187598063,0
gene_75,0.0073329084956312495,0
gene_76,0.04270624424680002,0
gene_77,0.018344155828102303,0
gene_78,0.008270578965610734,0
gene_79,0.0031305894356396897,0
gene_80,0.07399934156099176,0
gene_81,0.004484379965333239,0
gene_82,0.00305217075024908,0
gene_83,0.014315210275349056,0
gene_84,0.003769686106596741,0
gene_85,0.0027259589073022252,0
gene_86,0.5036699342410867,0
gene_87,0.010415091799991456,0
gene_88,0.023443544946049198,0
gene_89,0.009441621994536447,0
gene_90,0.009441621994536447,0
gene_91,0.003769686106596741,0
gene_92,0.0028843402463328426,0
gene_93,0.014226760448248573,0
gene_94,0.5036699342410867,0
gene_95,0.01043653259584662,0
gene_96,0.014226760448248573,0
gene_97,0.014761599574552902,0
gene_98,0.014339834754498277,0
gene_99,0.5036699342410867,0
gene_100,0.00016203220657323182,0
gene_101,0.0012017177956156135,0
gene_102,0.0041667879609909066,0
gene_103,0.014226760448248573,0
gene_104,0.004484379965333239,0
gene_105,0.009441621994536447,0
gene_106,0.4959472822821943,0
gene_107,0.0010575040302949633,0
gene_108,0.06379704283101825,0
gene_109,0.011142187257791892,0
gene_110,0.011932879442180893,0
gene_111,0.5036699342410867,0
gene_112,0.009441621994536447,0
gene_113,0.10702175358972164,0
gene_114,0.0042954004872805315,0
gene_115,0.023284729647322817,0
gene_116,0.006953159825363306,0
gene_117,0.01992381442370797,0
gene_118,0.5036699342410867,0
gene_119,0.0032176685144914064,0
gene_120,0.00348916638700848,0
gene_121,0.014226760448248573,0
gene_122,0.018344155828102303,0
gene_123,0.014339834754498277,0
gene_124,0.006197419811532932,0
gene_125,0.017743448102310353,0
gene_126,0.5036699342410867,0
gene_127,0.0013605562942710031,0
gene_128,0.014226760448248573,0
gene_129,0.007407831165936594,0
gene_130,0.01512782753624462,0
gene_131,0.013059311589324935,0
gene_132,0.002797445578436874,0
gene_133,0.006185154619464663,0
gene_134,0.0067638424821676426,0
gene_135,0.018344155828102303,0
gene_136,0.5036699342410867,0
gene_137,0.006185154619464663,0
gene_138,0.052013608177219124,0
gene_139,0.004484379965333239,0
gene_140,0.023161610998264297,0
gene_141,0.0003621925985319616,0
gene_142,0.023443544946049198,0
gene_143,0.004280845866186541,0
gene_144,0.012074608327987842,0
gene_145,0.005683973279071564,0
gene_146,0.0045014982592038715,0
gene_147,0.0030059907693633313,0
gene_148,0.002263661068644947,0
gene_149,0.013770426441287885,0
gene_150,0.007708431163212992,0
gene_151,0.10697963492197397,0
gene_152,0.005939569657218943,0
gene_153,0.005514741396613015,0
gene_154,0.00909377929015321,0
gene_155,0.4959472822821943,0
gene_156,0.003769686106596741,0
gene_157,0.0012827078326248626,0
gene_158,0.011142187257791892,0
gene_159,0.00916435665695536,0
gene_160,0.00021886160836096413,0
gene_161,0.00909377929015321,0
gene_162,0.014226760448248573,0
gene_163,0.012577626576056355,0
gene_164,0.021465268934402267,0
gene_165,0.00916435665695536,0
gene_166,0.00916435665695536,0
gene_167,0.01041509604043415,0
gene_168,0.02369411101445657,0
gene_169,0.008854128371031791,0
gene_170,0.012577626576056355,0
gene_171,0.5036699342410867,0
gene_172,0.0003464249724413603,0
gene_173,0.008949135559255306,0
gene_174,0.03383923733782248,0
gene_175,0.009441621994536447,0
gene_176,0.0013605562942710031,0
gene_177,0.01574934919317541,0
gene_178,0.006950115686775388,0
gene_179,0.00298215883718708,0
gene_180,0.01043653259584662,0
gene_181,0.5036699342410867,0
gene_182,0.007077676481364341,0
gene_183,0.014013459160097535,0
gene_184,0.035578400042970214,0
gene_185,0.03689834454968973,0
gene_186,0.012480034911384382,0
gene_187,0.00012287066828938249,0
gene_188,0.012577626576056355,0
gene_189,0.03363709765131112,0
gene_190,0.002430139770468564,0
gene_191,0.010415091799991456,0
gene_192,0.010415091799991456,0
gene_193,0.0073329084956312495,0
gene_194,0.007243088124293029,0
gene_195,0.004439430612658165,0
gene_196,0.0004571839818553962,0
gene_197,0.044952115730664356,0
gene_198,1.3251033384680663e-05,0
gene_199,0.0020129958738451747,0
gene_200,0.025320131042720607,0
gene_201,0.03281673473938325,0
gene_202,0.003249536966006945,0
gene_203,0.011935022841049733,0
gene_204,0.010415091799991456,0
gene_205,0.0015699717670694107,0
gene_206,0.0046788509564027305,0
gene_207,0.005185405545677519,0
gene_208,0.007325972957263634,0
gene_209,0.0002041811524365139,0
gene_210,0.5036699342410867,0
gene_211,0.011932879442180893,0
gene_212,0.009441621994536447,0
gene_213,0.5036699342410867,0
gene_214,0.003518151171168161,0
gene_215,0.02329722465539451,0
gene_216,0.015084689272360534,0
gene_217,0.00298215883718708,0
gene_218,0.0032176685144914064,0
gene_219,0.015072383769514565,0
gene_220,0.015132211577949197,0
gene_221,0.007077676481364341,0
gene_222,0.00916435665695536,0
gene_223,0.5036699342410867,0
gene_224,0.014226760448248573,0
gene_225,0.012074608327987842,0
gene_226,0.0047173579893920676,0
gene_227,0.013059311589324935,0
gene_228,0.011932879442180893,0
gene_229,0.005939569657218943,0
gene_230,0.0003584165016656744,0
gene_231,0.0001841911505230178,0
gene_232,0.00916435665695536,0
gene_233,0.005939569657218943,0
gene_234,0.0017634351178928858,0
gene_235,0.014013459160097535,0
gene_236,0.5036699342410867,0
gene_237,0.0027015387178752886,0
gene_238,0.04466796426301517,0
gene_239,0.016395352699330665,0
gene_240,0.00305217075024908,0
gene_241,0.018709344716696164,0
gene_242,0.0004704613808205522,0
gene_243,0.01115694314087682,0
gene_244,0.0008480447852793805,0
gene_245,0.010223859202781667,0
gene_246,0.046177294037086744,0
gene_247,0.15864264938892608,0
gene_248,0.035568150685904444,0
gene_249,0.010104130285998958,0
