,fdr,spatially_variable
gene_65,0.013690137093568507,0
gene_66,0.010032101575047647,0
gene_67,0.010923982426961302,0
gene_68,0.4631250054357833,0
gene_69,0.01239724803395631,0
gene_70,0.0075522099160725215,0
gene_71,0.01666958795155978,0
gene_72,0.0045444417090564565,0
gene_73,0.0028880523459466367,0
gene_74,0.008228882327466085,0
gene_75,0.0074212543501715866,0
gene_76,0.01602396776853724,0
gene_77,0.10409085479803726,0
gene_78,0.014803497904682519,0
gene_79,0.012130505774815933,0
gene_80,0.010923982426961302,0
gene_81,0.006782960892602009,0
gene_82,0.021768690884137992,0
gene_83,0.025933097249011678,0
gene_84,0.005194645178562579,0
gene_85,0.005990316354253828,0
gene_86,0.001734458484965737,0
gene_87,0.02243357711724381,0
gene_88,0.002726983672759079,0
gene_89,0.010923982426961302,0
gene_90,0.0015511106009883598,0
gene_91,0.01247622329560687,0
gene_92,0.03193140037860505,0
gene_93,0.03646250992234756,0
gene_94,0.18061957810058898,0
gene_95,0.005990316354253828,0
gene_96,0.007723175190178937,0
gene_97,0.010032101575047647,0
gene_98,0.052753146011041814,0
gene_99,0.001734458484965737,0
gene_100,0.002481676694622491,0
gene_101,0.014527711498745065,0
gene_102,0.4961186693407008,0
gene_103,0.5037286116219868,0
gene_104,0.02287558413538508,0
gene_105,0.016300457727289306,0
gene_106,0.023828870833498935,0
gene_107,0.008540698450798863,0
gene_108,0.061166961174567935,0
gene_109,0.033346787353725524,0
gene_110,0.4961186693407008,0
gene_111,0.1392808165244423,0
gene_112,0.5037286116219868,0
gene_113,0.010859224907186167,0
gene_114,0.009394750924210313,0
gene_115,0.5037286116219868,0
gene_116,0.02019395051469703,0
gene_117,0.03646250992234756,0
gene_118,0.012613950589843157,0
gene_119,0.001734458484965737,0
gene_120,0.03646250992234756,0
gene_121,0.01602396776853724,0
gene_122,0.019995324236836056,0
gene_123,0.005899685807066964,0
gene_124,7.384995637058473e-05,0
gene_125,0.004864786701418737,0
gene_126,0.01247622329560687,0
gene_127,0.004401514899960398,0
gene_128,0.007332534147957125,0
gene_129,0.002611407991230014,0
gene_130,0.010032101575047647,0
gene_131,0.010923982426961302,0
gene_132,0.0037608896318203295,0
gene_133,0.019305987130860434,0
gene_134,0.0047732014676177765,0
gene_135,0.04226186923039797,0
gene_136,0.020935919384592883,0
gene_137,0.01618859613063395,0
gene_138,0.01733753317345474,0
gene_139,0.0009609726559582962,0
gene_140,0.007549034123628149,0
gene_141,0.00936426350835802,0
gene_142,0.05201373184800785,0
gene_143,0.00047250539551152497,0
gene_144,0.005869674478566952,0
gene_145,0.004648062186224351,0
gene_146,0.012130505774815933,0
gene_147,0.01602396776853724,0
gene_148,0.0006606622984928918,0
gene_149,0.00918463460859919,0
gene_150,0.01239724803395631,0
gene_151,0.001146380431895143,0
gene_152,0.0016013243185405797,0
gene_153,0.014803497904682519,0
gene_154,0.00936426350835802,0
gene_155,0.04856309940694188,0
gene_156,0.025629490347848664,0
gene_157,0.009456647449353948,0
gene_158,0.02175529697668047,0
gene_159,0.001126886697469798,0
gene_160,0.022981500226786005,0
gene_161,0.001466501193203017,0
gene_162,0.014803497904682519,0
gene_163,0.01618859613063395,0
gene_164,0.025933097249011678,0
gene_165,0.0006650398913481693,0
gene_166,0.05728316997586215,0
gene_167,0.035884771484201244,0
gene_168,0.0018643455527192,0
gene_169,0.009452341642216913,0
gene_170,0.005899685807066964,0
gene_171,0.025933097249011678,0
gene_172,0.4961186693407008,0
gene_173,0.0348122000100433,0
gene_174,0.05599467219703574,0
gene_175,0.02476619259436806,0
gene_176,0.02091939575324258,0
gene_177,0.001916409628264755,0
gene_178,0.00047250539551152497,0
gene_179,0.03016555009422689,0
gene_180,0.008337939919826653,0
gene_181,0.4961186693407008,0
gene_182,0.006430909149073335,0
gene_183,0.004864786701418737,0
gene_184,0.05727726989784638,0
gene_185,0.0055004849889471194,0
gene_186,0.023828870833498935,0
gene_187,0.00047250539551152497,0
gene_188,0.0391244301604838,0
gene_189,0.5037286116219868,0
gene_190,0.5037286116219868,0
gene_191,0.009442593789477663,0
gene_192,0.014803497904682519,0
gene_193,0.007741362321497497,0
gene_194,0.02874123892417403,0
gene_195,0.01247622329560687,0
gene_196,0.04618772220814241,0
gene_197,0.5037286116219868,0
gene_198,0.0011560392047978334,0
gene_199,0.03049667940161822,0
gene_200,0.020935919384592883,0
gene_201,0.013383475175446228,0
gene_202,0.01758469570661717,0
gene_203,0.0008740163786240414,0
gene_204,0.021305766786580964,0
gene_205,0.014503677866129718,0
gene_206,0.01166841001240337,0
gene_207,7.384995637058473e-05,0
gene_208,0.00010586186005293198,0
gene_209,0.017984869531859737,0
gene_210,0.4178688645881382,0
gene_211,0.4961186693407008,0
gene_212,0.005000590311320677,0
gene_213,0.5037286116219868,0
gene_214,0.010468919598808997,0
gene_215,0.024239988578648945,0
gene_216,0.030527543995257707,0
gene_217,0.003935672528760281,0
gene_218,0.034646046503044405,0
gene_219,0.0006606622984928918,0
gene_220,0.014171773354824729,0
gene_221,0.008550183879396368,0
gene_222,0.019991852256148742,0
gene_223,0.01618859613063395,0
gene_224,0.00011844992050411417,0
gene_225,0.02733713208781207,0
gene_226,0.0050195126234285105,0
gene_227,0.021362691073885436,0
gene_228,0.0018092437153614527,0
gene_229,0.018609562565903872,0
gene_230,0.5037286116219868,0
gene_231,0.004051135200100903,0
gene_232,0.0017647016489166717,0
gene_233,0.009669568059053899,0
gene_234,0.00039005129533548885,0
gene_235,0.005990316354253828,0
gene_236,0.10068420706619625,0
gene_237,0.005209577165473446,0
gene_238,0.0006606622984928918,0
gene_239,0.0012649020452469516,0
gene_240,0.00438489950599197,0
gene_241,0.040727064224573235,0
gene_242,0.0025307546395401483,0
gene_243,0.018472674145903468,0
gene_244,0.005899685807066964,0
gene_245,0.014503677866129718,0
gene_246,0.008550183879396368,0
gene_247,0.02444711280851561,0
gene_248,0.12447733400837625,0
gene_249,0.01034082499506433,0
