,pvals_adj,spatially_variable
gene_64,0.8500618779831602,0
gene_65,0.4796265625418113,0
gene_66,0.5172241422022139,0
gene_67,0.18812508450014073,0
gene_68,0.3574129892234953,0
gene_69,0.455348181743015,0
gene_70,0.8617366439115204,0
gene_71,1.3886258231657055e-23,0
gene_72,0.5793067391312186,0
gene_73,7.950413493394152e-05,0
gene_74,0.3574485304772802,0
gene_75,0.20838918143415822,0
gene_76,0.7899175955446572,0
gene_77,0.5076562836203593,0
gene_78,0.8275792751415176,0
gene_79,0.7691982438550019,0
gene_80,0.6269598346685723,0
gene_81,0.4534882918402171,0
gene_82,0.4935713146959508,0
gene_83,0.4233082600285542,0
gene_84,0.5356781001813823,0
gene_85,0.6803310993933299,0
gene_86,0.3861080227301463,0
gene_87,0.6023282835792548,0
gene_88,0.23977546839950667,0
gene_89,0.0008790481254139653,0
gene_90,0.48640274119920324,0
gene_91,0.35216769981372154,0
gene_92,0.5474277904823828,0
gene_93,0.6850643073671634,0
gene_94,0.2923531442427263,0
gene_95,0.7298243618633762,0
gene_96,0.17519377249216334,0
gene_97,0.6886565006521893,0
gene_98,0.09758402909665795,0
gene_99,0.24921673591476995,0
gene_100,0.6980679483242521,0
gene_101,0.5172241422022139,0
gene_102,0.8013444256521646,0
gene_103,0.038402816073397544,0
gene_104,0.7888379995661164,0
gene_105,9.625284986942398e-15,0
gene_106,0.47769817006875653,0
gene_107,0.6223334290146417,0
gene_108,0.5672591577568112,0
gene_109,0.2284010623278395,0
gene_110,0.15695809739056016,0
gene_111,0.591922244231303,0
gene_112,0.48245420488851776,0
gene_113,0.4754612901853661,0
gene_114,0.8165221532230881,0
gene_115,0.3861080227301463,0
gene_116,3.964826848257334e-06,0
gene_117,0.7298243618633762,0
gene_118,0.14790050302053567,0
gene_119,0.7148588209269487,0
gene_120,0.17751761479307093,0
gene_121,0.1917556073004788,0
gene_122,0.40023377780512204,0
gene_123,0.07776489552256229,0
gene_124,0.858908983327783,0
gene_125,0.18566782977026472,0
gene_126,1.1380035499079443e-12,0
gene_127,0.3475507861731201,0
gene_128,0.013167893832124584,0
gene_129,0.1593625251940818,0
gene_130,0.704276540115179,0
gene_131,0.714640221715917,0
gene_132,0.6269598346685723,0
gene_133,0.49444820456772703,0
gene_134,0.0001336070517730719,0
gene_135,0.5385888878900296,0
gene_136,0.5512008205589178,0
gene_137,6.370979148938416e-12,0
gene_138,0.39160679486312516,0
gene_139,0.20838918143415822,0
gene_140,9.355625145378528e-16,0
gene_141,2.8435785047394765e-11,0
gene_142,0.19792996850480712,0
gene_143,0.20972133141649985,0
gene_144,0.1749222295840033,0
gene_145,0.5194876100803971,0
gene_146,0.639002336066403,0
gene_147,0.7899175955446572,0
gene_148,0.8003093417677427,0
gene_149,0.7060044392516758,0
gene_150,0.45856670974322167,0
gene_151,0.2732968269426946,0
gene_152,0.21945403680366196,0
gene_153,0.8043162722881319,0
gene_154,0.3699760344511759,0
gene_155,0.8039974661990136,0
gene_156,3.451211054605634e-05,0
gene_157,0.49444820456772703,0
gene_158,0.7151431444426778,0
gene_159,0.7459584144191662,0
gene_160,0.715277436391907,0
gene_161,0.9369296462513561,0
gene_162,0.704276540115179,0
gene_163,0.9173380859887736,0
gene_164,0.71035905586365,0
gene_165,0.16734896784638023,0
gene_166,1.730576083941238e-13,0
gene_167,0.7647809869237513,0
gene_168,0.5172241422022139,0
gene_169,4.6590933731227394e-05,0
gene_170,0.770544163905573,0
gene_171,0.2923531442427263,0
gene_172,0.4256454773616922,0
gene_173,0.007093677223591473,0
gene_174,0.4256454773616922,0
gene_175,0.6269598346685723,0
gene_176,0.7060044392516758,0
gene_177,1.4793098465294784e-15,0
gene_178,0.7888379995661164,0
gene_179,0.8039974661990136,0
gene_180,0.13571714096171136,0
gene_181,0.2923531442427263,0
gene_182,5.765708487606705e-21,0
gene_183,0.38265463363053875,0
gene_184,9.83699312699042e-18,0
gene_185,9.927156025893921e-24,0
gene_186,0.7710012930397747,0
gene_187,0.0005306823265952716,0
gene_188,3.072410312953111e-07,0
gene_189,0.9221721760002699,0
gene_190,0.5172241422022139,0
gene_191,0.704276540115179,0
gene_192,0.8065711833153815,0
gene_193,0.35289350408756276,0
gene_194,0.8039974661990136,0
gene_195,0.5076562836203593,0
gene_196,0.5672591577568112,0
gene_197,0.6269598346685723,0
gene_198,0.5385888878900296,0
gene_199,0.8100397443413324,0
gene_200,0.9285168142059536,0
gene_201,0.8275792751415176,0
gene_202,0.80631721581137,0
gene_203,0.4754612901853661,0
gene_204,0.48640274119920324,0
gene_205,0.31665320435580985,0
gene_206,0.3265551123634296,0
gene_207,0.41638979243990026,0
gene_208,0.5356781001813823,0
gene_209,0.8341865952821799,0
gene_210,0.48422637707407357,0
gene_211,0.0009422680760807536,0
gene_212,0.714224079683091,0
gene_213,0.5460406327831855,0
gene_214,0.07462955116004043,0
gene_215,0.23977546839950667,0
gene_216,0.0007039760103568681,0
gene_217,0.9283759048781944,0
gene_218,0.01777466175479949,0
gene_219,0.4796265625418113,0
gene_220,0.5385888878900296,0
gene_221,7.2726577703523076e-09,0
gene_222,0.7233807682782194,0
gene_223,0.5194876100803971,0
gene_224,0.3271682286122911,0
gene_225,0.2634520140788886,0
gene_226,0.2674308220666827,0
gene_227,0.44322602046202914,0
gene_228,0.7899175955446572,0
gene_229,0.4718536544750279,0
gene_230,0.005491575490571193,0
gene_231,0.2243354469346091,0
gene_232,0.6751435029714962,0
gene_233,0.24226659289772082,0
gene_234,0.468300958567959,0
gene_235,0.039025551253908386,0
gene_236,0.5547688883398013,0
gene_237,0.900048482817861,0
gene_238,0.468300958567959,0
gene_239,0.7130392679294568,0
gene_240,0.46647937102956594,0
gene_241,0.39732718310537657,0
gene_242,0.3574485304772802,0
gene_243,0.5711219280956888,0
gene_244,0.0012104329078265472,0
gene_245,0.4951731709340353,0
gene_246,0.1966054295105363,0
gene_247,0.5266321133333041,0
gene_248,0.3643844515892962,0
gene_249,0.17619888011790266,0
