,pvals_adj,spatially_variable
gene_58,0.1354350796180855,0
gene_59,0.7186091999531973,0
gene_60,0.06811775811337914,0
gene_61,0.7001933474551766,0
gene_62,0.37577812915761893,0
gene_63,0.927520708842267,0
gene_64,0.7949451673783673,0
gene_65,0.1238448166716936,0
gene_66,0.46315720777148855,0
gene_67,0.927520708842267,0
gene_68,0.6502013363388471,0
gene_69,0.3210705001439643,0
gene_70,0.18365354116354987,0
gene_71,0.5205620454945664,0
gene_72,0.7231685852970988,0
gene_73,0.6160215586709772,0
gene_74,0.6790181027087836,0
gene_75,0.8573340804795192,0
gene_76,0.5135486593164553,0
gene_77,0.6743376294449736,0
gene_78,0.1191205951522109,0
gene_79,0.6251117630800488,0
gene_80,0.9288936571546363,0
gene_81,0.7561170502972138,0
gene_82,0.6993483460563068,0
gene_83,0.5915410921852237,0
gene_84,0.6743376294449736,0
gene_85,0.20434614894712547,0
gene_86,0.14198009089616054,0
gene_87,0.7001933474551766,0
gene_88,3.599395950300855e-07,0
gene_89,0.7353312383813243,0
gene_90,0.5660234454756341,0
gene_91,0.7001933474551766,0
gene_92,0.9072955014306122,0
gene_93,0.4907959662259359,0
gene_94,0.6485794902993713,0
gene_95,0.7224531250051348,0
gene_96,0.7424764216722165,0
gene_97,0.6777819335592374,0
gene_98,0.8573340804795192,0
gene_99,0.7186091999531973,0
gene_100,0.599680860539964,0
gene_101,0.12264238704906005,0
gene_102,0.9030159759781881,0
gene_103,0.6564600281777284,0
gene_104,0.8978063289100578,0
gene_105,0.6336060764163826,0
gene_106,0.16223944116855823,0
gene_107,0.7840772970534663,0
gene_108,0.5135486593164553,0
gene_109,0.03469153491929982,0
gene_110,0.15681275856161367,0
gene_111,0.32208226662426803,0
gene_112,0.45566817867364884,0
gene_113,0.34878957003853955,0
gene_114,0.15689709708320176,0
gene_115,0.8524641583195848,0
gene_116,0.6743376294449736,0
gene_117,0.32208226662426803,0
gene_118,0.3226589807292966,0
gene_119,0.7224531250051348,0
gene_120,0.6835379839748734,0
gene_121,0.971730580228677,0
gene_122,0.6668734191855364,0
gene_123,0.5203065383777175,0
gene_124,0.6743376294449736,0
gene_125,0.38833556633139577,0
gene_126,0.7001933474551766,0
gene_127,1.8256657411803885e-05,0
gene_128,0.22099860638498378,0
gene_129,0.8756051448863326,0
gene_130,0.11201200271116986,0
gene_131,0.6336060764163826,0
gene_132,0.9030159759781881,0
gene_133,0.07108775791061131,0
gene_134,0.7231685852970988,0
gene_135,0.17579463676048748,0
gene_136,0.8866285967307664,0
gene_137,0.971730580228677,0
gene_138,0.2159322812615361,0
gene_139,0.8811691455006548,0
gene_140,0.38047358951473886,0
gene_141,0.6123453133446011,0
gene_142,0.7001933474551766,0
gene_143,0.01365684230172208,0
gene_144,0.6336060764163826,0
gene_145,0.816907333278503,0
gene_146,0.5188748916719327,0
gene_147,0.7224531250051348,0
gene_148,0.8423182980084277,0
gene_149,0.5935389525781294,0
gene_150,0.18105378625429622,0
gene_151,0.7334268857771283,0
gene_152,0.9869284394422261,0
gene_153,0.47535604925762737,0
gene_154,0.9261939372968322,0
gene_155,0.8090776268173666,0
gene_156,0.7353312383813243,0
gene_157,0.14072601308696933,0
gene_158,0.7198141699327179,0
gene_159,0.78717374838304,0
gene_160,0.25259104378398856,0
gene_161,0.2424718715501594,0
gene_162,0.8163390552132651,0
gene_163,0.3900177116147044,0
gene_164,0.3379171078347364,0
gene_165,0.8573340804795192,0
gene_166,0.3944703234795743,0
gene_167,0.3330590790926731,0
gene_168,0.6336060764163826,0
gene_169,0.8715241176199168,0
gene_170,0.24787364550150232,0
gene_171,0.6806224390808273,0
gene_172,0.4049630118427742,0
gene_173,0.19945379289304133,0
gene_174,0.5949732218359977,0
gene_175,0.13154586042073782,0
gene_176,0.6151064216028502,0
gene_177,0.1311634081502187,0
gene_178,0.7186091999531973,0
gene_179,0.6536330702456399,0
gene_180,0.6564600281777284,0
gene_181,0.5399662934976501,0
gene_182,0.007594672083021941,0
gene_183,0.40869216564025407,0
gene_184,0.8760582854139626,0
gene_185,0.20727940048839436,0
gene_186,0.43400335740698154,0
gene_187,0.6336060764163826,0
gene_188,0.2261736866281498,0
gene_189,0.40869216564025407,0
gene_190,0.3727462627740343,0
gene_191,0.836578528937115,0
gene_192,0.45695401694405174,0
gene_193,0.7812681490504504,0
gene_194,0.6082677612355318,0
gene_195,0.6336060764163826,0
gene_196,0.08460959352636271,0
gene_197,0.05398438470837175,0
gene_198,0.726647161968737,0
gene_199,0.8760582854139626,0
gene_200,0.1311634081502187,0
gene_201,0.2707563104104263,0
gene_202,0.7303717066953823,0
gene_203,0.3379171078347364,0
gene_204,0.8223150875664871,0
gene_205,0.4283932941111594,0
gene_206,0.8573340804795192,0
gene_207,0.1191205951522109,0
gene_208,0.3082081338402045,0
gene_209,0.7186091999531973,0
gene_210,0.7303717066953823,0
gene_211,0.4907110248186833,0
gene_212,0.15175032810095226,0
gene_213,0.02892706741056574,0
gene_214,0.9596730778394102,0
gene_215,0.32583700706305907,0
gene_216,0.5267830706032774,0
gene_217,0.6336060764163826,0
gene_218,0.6336060764163826,0
gene_219,0.1858475655809863,0
gene_220,0.927520708842267,0
gene_221,0.6623321142486382,0
gene_222,0.7162013548441445,0
gene_223,0.5188748916719327,0
gene_224,0.5188748916719327,0
gene_225,0.6366167335868498,0
gene_226,0.6502013363388471,0
gene_227,0.3738741800801297,0
gene_228,0.6502013363388471,0
gene_229,0.6699012382714499,0
gene_230,0.9548832563932951,0
gene_231,0.5551361134114002,0
gene_232,0.696227796927379,0
gene_233,0.8811691455006548,0
gene_234,0.927520708842267,0
gene_235,0.6987947275644033,0
gene_236,0.9261939372968322,0
gene_237,0.005262273921950231,0
gene_238,0.8760582854139626,0
gene_239,0.8407737139715132,0
gene_240,0.7224531250051348,0
gene_241,0.9596730778394102,0
gene_242,0.8163390552132651,0
gene_243,0.4360700754171119,0
gene_244,0.39486593082608257,0
gene_245,0.9765207743105975,0
gene_246,0.578719098176058,0
gene_247,0.0003433940186246416,0
gene_248,0.43877855341352207,0
gene_249,2.487968363969359e-11,0
