,pvals_adj,spatially_variable
gene_222,0.6635925236729894,0
gene_223,0.03745934037688489,0
gene_224,0.6805965671988558,0
gene_225,0.6377210857527592,0
gene_226,0.7331146599529879,0
gene_227,0.4030166800160812,0
gene_228,0.45615554837600025,0
gene_229,0.420232749082081,0
gene_230,0.1069176877465131,0
gene_231,0.3838879814390026,0
gene_232,0.18400625173165103,0
gene_233,0.23088055215481867,0
gene_234,0.8492013905259744,0
gene_235,0.3892427413207494,0
gene_236,0.8563571472732704,0
gene_237,0.027861551968682757,0
gene_238,0.4203450177577023,0
gene_239,0.521858555028708,0
gene_240,0.38425812737408716,0
gene_241,0.2832541798166663,0
gene_242,0.4325643674375837,0
gene_243,0.569775516856062,0
gene_244,0.4964360652202201,0
gene_245,0.38951496642298344,0
gene_246,0.4716594039549312,0
gene_247,0.5296272809672674,0
gene_248,0.6511309623574059,0
gene_249,0.2572449494123955,0
