,pvals_adj,spatially_variable
gene_161,0.00020766179339498978,0
gene_162,3.6146618525308986e-08,0
gene_163,0.005530242377779994,0
gene_164,0.4228498845240981,0
gene_165,0.19093296191448889,0
gene_166,0.7695399100055859,0
gene_167,0.2546107487871736,0
gene_168,0.7531801329213531,0
gene_169,0.5446557590491677,0
gene_170,0.4583892210787237,0
gene_171,0.8344421412988454,0
gene_172,0.7430997745455364,0
gene_173,7.750702011248435e-12,0
gene_174,0.27438504488652893,0
gene_175,0.8482579019428286,0
gene_176,6.66842374518046e-09,0
gene_177,0.6448091997425388,0
gene_178,0.2044497340405186,0
gene_179,0.35540595731098573,0
gene_180,0.0745534151341519,0
gene_181,0.10567087178797371,0
gene_182,0.3910749683668444,0
gene_183,0.24330787964873535,0
gene_184,0.7155375551259903,0
gene_185,0.2572619399337846,0
gene_186,0.2564176631874995,0
gene_187,0.19424443061655236,0
gene_188,0.6934735726249235,0
gene_189,0.7718706669568767,0
gene_190,0.5976055883659003,0
gene_191,0.4800950097069899,0
gene_192,0.5071578260604942,0
gene_193,0.8482579019428286,0
gene_194,0.8304800387697304,0
gene_195,2.1681084329660324e-09,0
gene_196,0.7718706669568767,0
gene_197,0.011059647753216075,0
gene_198,0.8024273276069274,0
gene_199,0.640631753296171,0
gene_200,0.8979486267230681,0
gene_201,0.7718706669568767,0
gene_202,0.6603973064300445,0
gene_203,0.32737249129992113,0
gene_204,0.13232368047008153,0
gene_205,0.6626565078324737,0
gene_206,0.47061787402433913,0
gene_207,0.5424517721329637,0
gene_208,2.9021548064094312e-11,0
gene_209,0.3691470077764554,0
gene_210,0.7718706669568767,0
gene_211,0.8482579019428286,0
gene_212,0.7163428687641482,0
gene_213,0.6113139664564887,0
gene_214,0.23018325293076405,0
gene_215,0.0019992859287627004,0
gene_216,2.9773064325705164e-07,0
gene_217,0.7204402810200489,0
gene_218,0.6931844274976671,0
gene_219,0.16106481020132904,0
gene_220,0.7604491588353082,0
gene_221,0.7779838021659303,0
gene_222,0.7718706669568767,0
gene_223,0.2546107487871736,0
gene_224,0.5666787071646142,0
gene_225,0.8640540154762207,0
gene_226,0.5477514748621457,0
gene_227,0.43114719427254616,0
gene_228,0.8192179086095375,0
gene_229,0.5812574838225313,0
gene_230,0.8058401807168197,0
gene_231,0.35540595731098573,0
gene_232,0.4526044155506688,0
gene_233,0.8978440262551193,0
gene_234,2.054547242237299e-15,0
gene_235,0.00025439894768260294,0
gene_236,0.42032827589956284,0
gene_237,0.5446557590491677,0
gene_238,0.8261201573565016,0
gene_239,0.7780617777644504,0
gene_240,0.6700749862795382,0
gene_241,0.24528582268972524,0
gene_242,0.1262666078570608,0
gene_243,0.7718706669568767,0
gene_244,8.078758938805116e-08,0
gene_245,0.39347380156602657,0
gene_246,0.608635599870211,0
gene_247,0.9236277107304961,0
gene_248,0.913542168450039,0
gene_249,0.8058401807168197,0
