,qval,spatially_variable
gene_197,0.20625241607946065,0
gene_198,0.992021812195805,0
gene_199,0.992021812195805,0
gene_200,0.992021812195805,0
gene_201,0.9068467741335466,0
gene_202,0.992021812195805,0
gene_203,0.8820429753700243,0
gene_204,0.6583726521954274,0
gene_205,0.386564932516732,0
gene_206,0.992021812195805,0
gene_207,0.992021812195805,0
gene_208,0.992021812195805,0
gene_209,0.8649264216487124,0
gene_210,0.992021812195805,0
gene_211,0.992021812195805,0
gene_212,0.992021812195805,0
gene_213,0.7352470474833882,0
gene_214,0.992021812195805,0
gene_215,0.992021812195805,0
gene_216,0.992021812195805,0
gene_217,0.6268989625717986,0
gene_218,0.9068467741335466,0
gene_219,0.992021812195805,0
gene_220,0.992021812195805,0
gene_221,0.9068467741335466,0
gene_222,0.918823772504383,0
gene_223,0.992021812195805,0
gene_224,0.9193670478410781,0
gene_225,0.8775017392081854,0
gene_226,0.7339773238673428,0
gene_227,0.9068467741335466,0
gene_228,0.992021812195805,0
gene_229,0.9068467741335466,0
gene_230,0.992021812195805,0
gene_231,0.992021812195805,0
gene_232,0.992021812195805,0
gene_233,0.992021812195805,0
gene_234,0.7051979809302845,0
gene_235,0.992021812195805,0
gene_236,0.992021812195805,0
gene_237,0.992021812195805,0
gene_238,0.992021812195805,0
gene_239,0.992021812195805,0
gene_240,0.992021812195805,0
gene_241,0.992021812195805,0
gene_242,0.94963794012337,0
gene_243,0.9068467741335466,0
gene_244,0.992021812195805,0
gene_245,0.992021812195805,0
gene_246,0.992021812195805,0
gene_247,0.992021812195805,0
gene_248,0.992021812195805,0
gene_249,0.6899419422717534,0
