,fdr,spatially_variable
gene_65,0.49983784560174244,0
gene_66,0.5057708961162637,0
gene_67,0.0012819089352666918,0
gene_68,0.00943712928070562,0
gene_69,0.05236049214551465,0
gene_70,0.011375554355519363,0
gene_71,0.0499309162163292,0
gene_72,0.05888080235109245,0
gene_73,0.009510982346468116,0
gene_74,0.012121332922168956,0
gene_75,0.006069040194914662,0
gene_76,0.002066215507948205,0
gene_77,0.012951733645520708,0
gene_78,0.016402780329406473,0
gene_79,0.016820588574259533,0
gene_80,0.012951733645520708,0
gene_81,0.0004261817498419504,0
gene_82,0.009038816233600996,0
gene_83,0.04793862974860388,0
gene_84,0.003439718301384445,0
gene_85,0.012121332922168956,0
gene_86,0.004169108217265227,0
gene_87,0.01929560614029741,0
gene_88,0.019498230188430235,0
gene_89,0.00943712928070562,0
gene_90,0.002010331979168694,0
gene_91,0.0011190806213384878,0
gene_92,0.004567557111555462,0
gene_93,0.020133501832583,0
gene_94,0.019827713331877724,0
gene_95,0.022061053557598995,0
gene_96,0.0037483510181132505,0
gene_97,0.024413747575236087,0
gene_98,0.003205801287999802,0
gene_99,0.012690021622773332,0
gene_100,0.007501224066619779,0
gene_101,0.007277436812153702,0
gene_102,0.00647655121682467,0
gene_103,0.019878822134045376,0
gene_104,0.01234955766590152,0
gene_105,0.013015970653186609,0
gene_106,0.015157532821736442,0
gene_107,0.026602181691913918,0
gene_108,0.005786947778215384,0
gene_109,0.014504861394945886,0
gene_110,0.004997368362917359,0
gene_111,0.016402780329406473,0
gene_112,0.009290719821812062,0
gene_113,0.004755824370425893,0
gene_114,0.0014412448651467242,0
gene_115,0.017627929849039176,0
gene_116,0.012951733645520708,0
gene_117,0.034632806650770225,0
gene_118,0.016685070711879985,0
gene_119,0.007103224351095008,0
gene_120,0.0036978980063840836,0
gene_121,0.00982188434384777,0
gene_122,0.0019665592207868503,0
gene_123,0.0012346722190917714,0
gene_124,0.00021263059723767634,0
gene_125,0.008040830100873851,0
gene_126,0.006543325840140173,0
gene_127,0.4971570636426887,0
gene_128,0.0063180359163111524,0
gene_129,0.017039665719368408,0
gene_130,0.0060274318575928056,0
gene_131,0.017183102970977665,0
gene_132,0.5057708961162637,0
gene_133,0.008355406236151235,0
gene_134,0.016402780329406473,0
gene_135,0.01594243775851682,0
gene_136,0.5092738509134062,0
gene_137,0.00976221953763671,0
gene_138,0.008355406236151235,0
gene_139,0.0060274318575928056,0
gene_140,0.01257591690166118,0
gene_141,0.01860145629551149,0
gene_142,0.0009014732297347779,0
gene_143,0.017635708382767002,0
gene_144,0.008083892156759092,0
gene_145,0.01860145629551149,0
gene_146,0.021311498233819764,0
gene_147,0.0035186762265650958,0
gene_148,0.021311498233819764,0
gene_149,2.74837471822088e-11,0
gene_150,0.030464832121887567,0
gene_151,0.4971570636426887,0
gene_152,0.030492034945986297,0
gene_153,7.448744934497786e-05,0
gene_154,0.008355406236151235,0
gene_155,0.00999152081392884,0
gene_156,0.0036050504059876613,0
gene_157,0.02035773011734917,0
gene_158,0.01188381305411181,0
gene_159,0.007822933181021336,0
gene_160,0.12201983245417253,0
gene_161,0.008235662803199218,0
gene_162,0.0035187113681191917,0
gene_163,0.0021366060546976692,0
gene_164,0.004509914742200302,0
gene_165,0.0004974669706880118,0
gene_166,0.005615846111663517,0
gene_167,6.63023971579819e-05,0
gene_168,0.02577437280495834,0
gene_169,0.012690021622773332,0
gene_170,0.018790432539879047,0
gene_171,0.00931069443587372,0
gene_172,0.040142116377125454,0
gene_173,0.011046115329533021,0
gene_174,0.00774720089684088,0
gene_175,0.0035186762265650958,0
gene_176,0.0012122203494181448,0
gene_177,0.5055575035853916,0
gene_178,0.0011686678887716032,0
gene_179,0.02430224767592089,0
gene_180,0.012950020375037107,0
gene_181,0.014109960558996094,0
gene_182,6.6657000457663425e-06,0
gene_183,0.01793800446079889,0
gene_184,0.01541109334944431,0
gene_185,0.034031575061756705,0
gene_186,0.006026889520383519,0
gene_187,0.01793800446079889,0
gene_188,0.0036978980063840836,0
gene_189,0.033044253222054835,0
gene_190,0.00477022336861174,0
gene_191,0.0008198072587191769,0
gene_192,0.030464832121887567,0
gene_193,0.4971570636426887,0
gene_194,0.008577941182909493,0
gene_195,0.014478248259297645,0
gene_196,0.0006457657755795689,0
gene_197,0.0012122203494181448,0
gene_198,0.005943652912388855,0
gene_199,0.008577941182909493,0
gene_200,0.019114053443570027,0
gene_201,0.027335637656294258,0
gene_202,0.008522201787202366,0
gene_203,0.0010178506720460573,0
gene_204,0.00943712928070562,0
gene_205,0.019005291922009268,0
gene_206,0.5026373142424204,0
gene_207,0.02393505806002234,0
gene_208,0.005809301553316882,0
gene_209,0.09333697434634616,0
gene_210,0.01860145629551149,0
gene_211,0.02269076734808638,0
gene_212,0.014412051376813319,0
gene_213,0.0015630881313938706,0
gene_214,0.0005318348067925112,0
gene_215,0.015074673003235969,0
gene_216,0.00976221953763671,0
gene_217,0.008680501167679155,0
gene_218,0.0017769308697733726,0
gene_219,0.0036978980063840836,0
gene_220,0.0035187113681191917,0
gene_221,0.00023795507383786972,0
gene_222,0.04769323359367789,0
gene_223,0.0010951308036031638,0
gene_224,0.009290719821812062,0
gene_225,0.007419589488185225,0
gene_226,0.030492034945986297,0
gene_227,5.0758180250425606e-05,0
gene_228,0.5057708961162637,0
gene_229,0.5026373142424204,0
gene_230,0.003006780627655563,0
gene_231,0.5057708961162637,0
gene_232,0.002605711864379195,0
gene_233,0.03556205500848411,0
gene_234,0.06683072625573915,0
gene_235,0.027802399810514564,0
gene_236,0.010789910992883593,0
gene_237,0.003595365102943942,0
gene_238,0.002293670536810841,0
gene_239,0.011707265491453052,0
gene_240,0.009038816233600996,0
gene_241,0.003665400242115807,0
gene_242,0.007380047038078076,0
gene_243,0.012951733645520708,0
gene_244,0.028534474892706312,0
gene_245,0.04678622420971011,0
gene_246,0.005434736730764836,0
gene_247,0.00023795507383786972,0
gene_248,0.01929560614029741,0
gene_249,0.0036978980063840836,0
