,fdr,spatially_variable
gene_65,0.018184343432978575,0
gene_66,0.010707647595954302,0
gene_67,0.020929843195302205,0
gene_68,0.006843870118710459,0
gene_69,0.015538501010401455,0
gene_70,0.06980939027299085,0
gene_71,0.00419371792469355,0
gene_72,0.014670753390949117,0
gene_73,0.0007773614114153152,0
gene_74,0.026857563648967953,0
gene_75,0.003880511315914572,0
gene_76,0.03425660475940933,0
gene_77,0.020226412580819923,0
gene_78,0.004693857330578219,0
gene_79,0.005688121720865913,0
gene_80,0.0023714851152152544,0
gene_81,0.012155818653052222,0
gene_82,0.0030605962440665327,0
gene_83,0.5037256837502743,0
gene_84,0.09148947611549885,0
gene_85,0.026440461615249985,0
gene_86,0.006560764861684922,0
gene_87,0.0030605962440665327,0
gene_88,0.5037256837502743,0
gene_89,0.0043230129291062895,0
gene_90,0.02788344959399329,0
gene_91,0.018176769851563423,0
gene_92,0.002356086850905954,0
gene_93,0.5037256837502743,0
gene_94,0.0023714851152152544,0
gene_95,0.0034688191291913062,0
gene_96,0.015894929017496104,0
gene_97,0.00457786348499256,0
gene_98,0.014577885728246361,0
gene_99,0.0008169049783060159,0
gene_100,0.03613060865269119,0
gene_101,0.006651131594622362,0
gene_102,0.007752465517818211,0
gene_103,0.00015277410264698572,0
gene_104,0.0023714851152152544,0
gene_105,0.013976577974027753,0
gene_106,0.0015110317573442337,0
gene_107,0.17275573349680626,0
gene_108,0.006112327514571096,0
gene_109,0.008703089052280927,0
gene_110,0.005387321624921261,0
gene_111,0.003609993955980764,0
gene_112,0.017778509798020824,0
gene_113,0.015283690397872312,0
gene_114,0.025671438770171376,0
gene_115,0.0022324921697478447,0
gene_116,0.004712329516213744,0
gene_117,0.004806574783605688,0
gene_118,0.0019368159861875933,0
gene_119,0.0032156839792571463,0
gene_120,0.001692229089321636,0
gene_121,0.5037256837502743,0
gene_122,0.01359182129426827,0
gene_123,0.008796485007210047,0
gene_124,0.003609993955980764,0
gene_125,0.0367273633699781,0
gene_126,0.00334234620372126,0
gene_127,0.0022267917915128766,0
gene_128,0.5037256837502743,0
gene_129,0.010323351556810174,0
gene_130,0.028463759899410742,0
gene_131,0.02491573067307684,0
gene_132,0.000793143956295386,0
gene_133,0.019588089061653588,0
gene_134,0.002098572119547978,0
gene_135,0.00419371792469355,0
gene_136,0.0030605962440665327,0
gene_137,0.000735631723442656,0
gene_138,0.0062325892824443094,0
gene_139,0.5037256837502743,0
gene_140,0.010197872676335951,0
gene_141,0.016617307023528483,0
gene_142,0.009205595069960206,0
gene_143,0.06004913123161394,0
gene_144,0.0010300192927480628,0
gene_145,0.005611791785722897,0
gene_146,0.0035261005438145523,0
gene_147,0.004235800167901169,0
gene_148,0.005549809371978663,0
gene_149,0.014577885728246361,0
gene_150,0.5037256837502743,0
gene_151,0.022548086783545924,0
gene_152,0.014670753390949117,0
gene_153,0.017215605169771997,0
gene_154,0.001316244289351712,0
gene_155,0.008289967881685022,0
gene_156,0.001382539175609787,0
gene_157,0.014065536988857702,0
gene_158,0.06752006202853525,0
gene_159,0.0015009067105920667,0
gene_160,0.036425900945778064,0
gene_161,0.03641905540451401,0
gene_162,0.0023714851152152544,0
gene_163,0.012093247709514943,0
gene_164,0.003031002049625368,0
gene_165,0.017693514332961662,0
gene_166,0.0586516940111811,0
gene_167,0.022144243812125996,0
gene_168,0.0016188426234638434,0
gene_169,0.5037256837502743,0
gene_170,0.0017797928116044057,0
gene_171,0.0012053708005935308,0
gene_172,0.03613060865269119,0
gene_173,0.005366401702682761,0
gene_174,0.003893698844829922,0
gene_175,0.027136400112331486,0
gene_176,0.0367273633699781,0
gene_177,0.007358483738237218,0
gene_178,0.003031002049625368,0
gene_179,0.010319370535096278,0
gene_180,0.01178592625022641,0
gene_181,0.010323351556810174,0
gene_182,0.002489702035010593,0
gene_183,0.025444811790121896,0
gene_184,0.000889438412208709,0
gene_185,0.48622169350451716,0
gene_186,0.046034826371445944,0
gene_187,0.0035261005438145523,0
gene_188,0.003880511315914572,0
gene_189,0.5037256837502743,0
gene_190,0.026043560688660615,0
gene_191,0.001934329953345263,0
gene_192,0.0006555774710845047,0
gene_193,0.05924363664610279,0
gene_194,0.00419371792469355,0
gene_195,0.018423754940331844,0
gene_196,0.008796485007210047,0
gene_197,0.006720635420326726,0
gene_198,0.03657364119350219,0
gene_199,0.006709712613719051,0
gene_200,0.5037256837502743,0
gene_201,0.009843814458010285,0
gene_202,0.0007773614114153152,0
gene_203,0.004675639141208498,0
gene_204,0.001934329953345263,0
gene_205,0.006783674888152449,0
gene_206,0.0023714851152152544,0
gene_207,0.01266228442374072,0
gene_208,0.020250570525829622,0
gene_209,0.03237966461476001,0
gene_210,0.018184343432978575,0
gene_211,0.001591337016307223,0
gene_212,0.02727795739950203,0
gene_213,0.5037256837502743,0
gene_214,0.2455573078187817,0
gene_215,0.03049103133339234,0
gene_216,0.019628675154365026,0
gene_217,0.003609993955980764,0
gene_218,0.0004699536641584612,0
gene_219,0.03657364119350219,0
gene_220,0.0007255888627551105,0
gene_221,0.013976577974027753,0
gene_222,0.023704175510751675,0
gene_223,0.07393319325848893,0
gene_224,0.006112327514571096,0
gene_225,0.5037256837502743,0
gene_226,0.00015248972734230358,0
gene_227,0.0035261005438145523,0
gene_228,0.48622169350451716,0
gene_229,0.0052007927073829795,0
gene_230,0.0030605962440665327,0
gene_231,0.4713967496910821,0
gene_232,0.006720635420326726,0
gene_233,0.005788672384998572,0
gene_234,0.0022324921697478447,0
gene_235,0.031407302689219575,0
gene_236,0.0036083400620972087,0
gene_237,0.048619830485908115,0
gene_238,0.0022794468600039466,0
gene_239,0.018176769851563423,0
gene_240,0.0053150844305368,0
gene_241,0.00990360217666381,0
gene_242,0.013410022499067137,0
gene_243,0.5037256837502743,0
gene_244,0.0035261005438145523,0
gene_245,0.0107977009090003,0
gene_246,0.0028086743136941407,0
gene_247,0.5037256837502743,0
gene_248,0.19363383317273924,0
gene_249,0.02300681065633359,0
