,qval,spatially_variable
gene_191,0.9189166674527085,0
gene_192,0.9920219542132789,0
gene_193,0.9920219542132789,0
gene_194,0.9920219542132789,0
gene_195,0.9920219542132789,0
gene_196,0.6013398673286711,0
gene_197,0.9920219542132789,0
gene_198,0.8784532321310325,0
gene_199,0.9920219542132789,0
gene_200,0.9920219542132789,0
gene_201,0.9920219542132789,0
gene_202,0.9289268025492935,0
gene_203,0.7339100323797337,0
gene_204,0.9189166674527085,0
gene_205,0.9189166674527085,0
gene_206,0.8784532321310325,0
gene_207,0.8573952401196864,0
gene_208,0.8784532321310325,0
gene_209,0.479875924159776,0
gene_210,0.9920219542132789,0
gene_211,0.9289268025492935,0
gene_212,0.9189166674527085,0
gene_213,0.9920219542132789,0
gene_214,0.9920219542132789,0
gene_215,0.9920219542132789,0
gene_216,0.9289268025492935,0
gene_217,0.8528124458604257,0
gene_218,0.8426149740133191,0
gene_219,0.9189166674527085,0
gene_220,0.5286450256956028,0
gene_221,0.7851057365756998,0
gene_222,0.8784532321310325,0
gene_223,0.9807782809466432,0
gene_224,0.23059092509716292,0
gene_225,0.9920219542132789,0
gene_226,0.9289268025492935,0
gene_227,0.9920219542132789,0
gene_228,0.9920219542132789,0
gene_229,0.6013398673286711,0
gene_230,0.8784532321310325,0
gene_231,0.9920219542132789,0
gene_232,0.8784532321310325,0
gene_233,0.8784532321310325,0
gene_234,0.8528124458604257,0
gene_235,0.9189166674527085,0
gene_236,0.9887876252279234,0
gene_237,0.9920219542132789,0
gene_238,0.520197501380252,0
gene_239,0.9189166674527085,0
gene_240,0.9887876252279234,0
gene_241,0.9043062199644218,0
gene_242,0.5954637371856888,0
gene_243,0.9289268025492935,0
gene_244,0.8784532321310325,0
gene_245,0.9189166674527085,0
gene_246,0.9920219542132789,0
gene_247,0.9920219542132789,0
gene_248,0.6013398673286711,0
gene_249,0.9289268025492935,0
