,fdrs,spatially_variable
gene_174,1.0,0
gene_175,1.0,0
gene_176,1.0,0
gene_177,1.0,0
gene_178,1.0,0
gene_179,1.0,0
gene_180,1.0,0
gene_181,1.0,0
gene_182,1.0,0
gene_183,1.0,0
gene_184,1.0,0
gene_185,1.0,0
gene_186,1.0,0
gene_187,1.0,0
gene_188,1.0,0
gene_189,1.0,0
gene_190,1.0,0
gene_191,1.0,0
gene_192,1.0,0
gene_193,1.0,0
gene_194,1.0,0
gene_195,1.0,0
gene_196,1.0,0
gene_197,1.0,0
gene_198,1.0,0
gene_199,1.0,0
gene_200,1.0,0
gene_201,1.0,0
gene_202,1.0,0
gene_203,1.0,0
gene_204,1.0,0
gene_205,1.0,0
gene_206,1.0,0
gene_207,1.0,0
gene_208,1.0,0
gene_209,1.0,0
gene_210,1.0,0
gene_211,1.0,0
gene_212,1.0,0
gene_213,1.0,0
gene_214,1.0,0
gene_215,1.0,0
gene_216,1.0,0
gene_217,1.0,0
gene_218,1.0,0
gene_219,1.0,0
gene_220,1.0,0
gene_221,1.0,0
gene_222,1.0,0
gene_223,1.0,0
gene_224,1.0,0
gene_225,1.0,0
gene_226,1.0,0
gene_227,1.0,0
gene_228,1.0,0
gene_229,1.0,0
gene_230,1.0,0
gene_231,1.0,0
gene_232,1.0,0
gene_233,1.0,0
gene_234,1.0,0
gene_235,1.0,0
gene_236,1.0,0
gene_237,1.0,0
gene_238,1.0,0
gene_239,1.0,0
gene_240,1.0,0
gene_241,1.0,0
gene_242,1.0,0
gene_243,1.0,0
gene_244,1.0,0
gene_245,1.0,0
gene_246,1.0,0
gene_247,1.0,0
gene_248,1.0,0
gene_249,1.0,0
