,pvals_adj,spatially_variable
gene_56,0.9169696558919367,0
gene_57,0.4630227428544694,0
gene_58,0.4443292654836463,0
gene_59,0.055712186858337925,0
gene_60,0.7617765110866136,0
gene_61,0.8065140463300365,0
gene_62,0.880379780498461,0
gene_63,0.6458479069275441,0
gene_64,0.6649784951163237,0
gene_65,0.8114376565557655,0
gene_66,0.7045391224695534,0
gene_67,0.7617765110866136,0
gene_68,0.7045391224695534,0
gene_69,0.9169696558919367,0
gene_70,0.9903200194437888,0
gene_71,0.7617765110866136,0
gene_72,0.9755618408457761,0
gene_73,0.7617765110866136,0
gene_74,0.9870087662776815,0
gene_75,0.5879019556650914,0
gene_76,0.8065140463300365,0
gene_77,0.9759728050096318,0
gene_78,0.7045391224695534,0
gene_79,0.5879019556650914,0
gene_80,0.9676306348558645,0
gene_81,0.9870087662776815,0
gene_82,0.8635279694595042,0
gene_83,0.9169696558919367,0
gene_84,0.9923236759314548,0
gene_85,0.019330192435986715,0
gene_86,0.7045391224695534,0
gene_87,0.7537290068717,0
gene_88,0.966423943465619,0
gene_89,0.9169696558919367,0
gene_90,0.9169696558919367,0
gene_91,0.7045391224695534,0
gene_92,0.8716888462679878,0
gene_93,0.8589975474718601,0
gene_94,0.42405728467839127,0
gene_95,0.9181366163929656,0
gene_96,0.9169696558919367,0
gene_97,0.7964394172259572,0
gene_98,0.6458479069275441,0
gene_99,0.7708859174113637,0
gene_100,0.46358528061221477,0
gene_101,0.16005268578282147,0
gene_102,0.5274212889654135,0
gene_103,0.7617765110866136,0
gene_104,0.966423943465619,0
gene_105,0.857969962605412,0
gene_106,0.7496378064501756,0
gene_107,0.8114376565557655,0
gene_108,0.7045391224695534,0
gene_109,0.9169696558919367,0
gene_110,0.9169696558919367,0
gene_111,0.7776192077018046,0
gene_112,0.6940151578477197,0
gene_113,0.7045391224695534,0
gene_114,0.9318256659784365,0
gene_115,0.3676474802137471,0
gene_116,0.6004971041912863,0
gene_117,0.9755618408457761,0
gene_118,0.9169696558919367,0
gene_119,0.9775148785495561,0
gene_120,0.9923236759314548,0
gene_121,0.7045391224695534,0
gene_122,0.5587555941561769,0
gene_123,0.3624476498991162,0
gene_124,0.8704373084382826,0
gene_125,0.880379780498461,0
gene_126,0.9169696558919367,0
gene_127,0.9676306348558645,0
gene_128,0.7045391224695534,0
gene_129,0.9870087662776815,0
gene_130,0.3624476498991162,0
gene_131,0.1587560599546064,0
gene_132,0.3524981630231594,0
gene_133,0.9169696558919367,0
gene_134,0.3435819667095455,0
gene_135,0.9083112220362818,0
gene_136,0.036658808650967815,0
gene_137,0.7955702041796734,0
gene_138,0.8037930680144825,0
gene_139,0.7085355705362343,0
gene_140,0.9169696558919367,0
gene_141,0.982612365646886,0
gene_142,0.330353386858692,0
gene_143,0.36145569709560343,0
gene_144,0.8358941725767264,0
gene_145,0.019330192435986715,0
gene_146,0.9676306348558645,0
gene_147,0.8358941725767264,0
gene_148,0.7045391224695534,0
gene_149,0.9870087662776815,0
gene_150,0.8076367265667217,0
gene_151,0.33231017761891773,0
gene_152,0.7045391224695534,0
gene_153,0.9870087662776815,0
gene_154,0.6004971041912863,0
gene_155,0.7045391224695534,0
gene_156,0.7617765110866136,0
gene_157,0.966423943465619,0
gene_158,0.7617765110866136,0
gene_159,0.5221631041799516,0
gene_160,0.6940151578477197,0
gene_161,0.9870087662776815,0
gene_162,0.7617765110866136,0
gene_163,0.982612365646886,0
gene_164,0.3676474802137471,0
gene_165,0.9209537683281496,0
gene_166,0.49425656843857846,0
gene_167,0.7964394172259572,0
gene_168,0.9169696558919367,0
gene_169,0.9169696558919367,0
gene_170,0.8624629238094087,0
gene_171,0.36876953452432926,0
gene_172,0.7617765110866136,0
gene_173,0.9923236759314548,0
gene_174,0.7617765110866136,0
gene_175,0.9075029679438117,0
gene_176,0.7964394172259572,0
gene_177,0.7045391224695534,0
gene_178,0.7617765110866136,0
gene_179,0.9169696558919367,0
gene_180,0.9923236759314548,0
gene_181,0.9169696558919367,0
gene_182,0.7776192077018046,0
gene_183,0.18342646375131277,0
gene_184,0.6389143713354962,0
gene_185,0.44728689264211585,0
gene_186,0.17565091675422834,0
gene_187,0.8716888462679878,0
gene_188,0.9923236759314548,0
gene_189,0.7776192077018046,0
gene_190,0.8114376565557655,0
gene_191,0.8114376565557655,0
gene_192,0.7045391224695534,0
gene_193,0.9923236759314548,0
gene_194,0.966423943465619,0
gene_195,0.7660331950903165,0
gene_196,0.36145569709560343,0
gene_197,0.7045391224695534,0
gene_198,0.4764998977893196,0
gene_199,0.7045391224695534,0
gene_200,0.7617765110866136,0
gene_201,0.055712186858337925,0
gene_202,0.44728689264211585,0
gene_203,0.8617245565560161,0
gene_204,0.532740040810013,0
gene_205,0.7617765110866136,0
gene_206,0.9903200194437888,0
gene_207,0.9169696558919367,0
gene_208,0.7496378064501756,0
gene_209,0.6458479069275441,0
gene_210,0.1556165909565384,0
gene_211,0.8723185709612019,0
gene_212,0.010829661880053833,0
gene_213,0.8114376565557655,0
gene_214,0.9169696558919367,0
gene_215,0.7617765110866136,0
gene_216,0.9169696558919367,0
gene_217,0.9181366163929656,0
gene_218,0.8624629238094087,0
gene_219,0.8114376565557655,0
gene_220,0.8076367265667217,0
gene_221,0.9870087662776815,0
gene_222,0.7617765110866136,0
gene_223,0.7617765110866136,0
gene_224,0.8013420470325897,0
gene_225,0.9169696558919367,0
gene_226,0.6649784951163237,0
gene_227,0.9169696558919367,0
gene_228,0.8716888462679878,0
gene_229,0.2608289782763427,0
gene_230,0.9169696558919367,0
gene_231,0.7617765110866136,0
gene_232,0.8624629238094087,0
gene_233,0.8919159626436031,0
gene_234,0.7422918179930366,0
gene_235,0.7660331950903165,0
gene_236,0.36072948771264873,0
gene_237,0.7617765110866136,0
gene_238,0.9169696558919367,0
gene_239,0.7617765110866136,0
gene_240,0.8919159626436031,0
gene_241,0.9169696558919367,0
gene_242,0.9169696558919367,0
gene_243,0.9923236759314548,0
gene_244,0.5404268059280836,0
gene_245,0.68588311346234,0
gene_246,0.8716888462679878,0
gene_247,0.34085052682987177,0
gene_248,0.4159053287073954,0
gene_249,0.9100574538309945,0
