,pvals_adj,spatially_variable
gene_140,0.34421137128694085,0
gene_141,0.77883326842102,0
gene_142,0.0012563586544553852,0
gene_143,0.30639483673191414,0
gene_144,0.7643855978238141,0
gene_145,0.19715483234606762,0
gene_146,0.5216899744666662,0
gene_147,0.5760931227415786,0
gene_148,0.8917668580377277,0
gene_149,0.7478361363787502,0
gene_150,0.36599795528851803,0
gene_151,0.7516291279019119,0
gene_152,0.4269259884172226,0
gene_153,0.6520843355476637,0
gene_154,0.9753319421929613,0
gene_155,0.8791269266108304,0
gene_156,0.8722548501946042,0
gene_157,0.22463684438618384,0
gene_158,0.33105430268456215,0
gene_159,0.8917668580377277,0
gene_160,0.7290389972790386,0
gene_161,0.8847798550359726,0
gene_162,0.7529188580871826,0
gene_163,0.8833903869472384,0
gene_164,0.5548853746062925,0
gene_165,0.044137338749737805,0
gene_166,0.8791269266108304,0
gene_167,0.7290389972790386,0
gene_168,0.8791269266108304,0
gene_169,0.9753319421929613,0
gene_170,0.8106816905813574,0
gene_171,0.6443480020612887,0
gene_172,0.8227182424754277,0
gene_173,0.5938003418372219,0
gene_174,0.8722548501946042,0
gene_175,0.7478361363787502,0
gene_176,0.8791269266108304,0
gene_177,1.20950401052689e-08,0
gene_178,0.8791269266108304,0
gene_179,0.8113143904553488,0
gene_180,0.1827217530357603,0
gene_181,0.9705491471212592,0
gene_182,0.9181518784507372,0
gene_183,0.9512304312207316,0
gene_184,0.8106816905813574,0
gene_185,0.19187630587316723,0
gene_186,0.8833903869472384,0
gene_187,0.7478361363787502,0
gene_188,0.9512304312207316,0
gene_189,0.05400138043594025,0
gene_190,0.8113143904553488,0
gene_191,0.9238129876594702,0
gene_192,0.8791269266108304,0
gene_193,0.7478361363787502,0
gene_194,0.8917668580377277,0
gene_195,0.8113143904553488,0
gene_196,0.7290389972790386,0
gene_197,0.5764243501886416,0
gene_198,0.9753319421929613,0
gene_199,0.8791269266108304,0
gene_200,0.1928947731821143,0
gene_201,0.5760931227415786,0
gene_202,0.3197718089377346,0
gene_203,0.8879992274918664,0
gene_204,0.9267788266446899,0
gene_205,0.8791269266108304,0
gene_206,0.7478361363787502,0
gene_207,0.693553172109115,0
gene_208,0.9323402844912035,0
gene_209,0.5760931227415786,0
gene_210,0.7290389972790386,0
gene_211,0.8791269266108304,0
gene_212,0.9512304312207316,0
gene_213,0.8917668580377277,0
gene_214,0.07542527009955727,0
gene_215,0.5764243501886416,0
gene_216,0.9969913020675788,0
gene_217,0.829915676465551,0
gene_218,0.8791269266108304,0
gene_219,0.3566160749340794,0
gene_220,0.7290389972790386,0
gene_221,2.301666975003791e-09,0
gene_222,0.9181518784507372,0
gene_223,0.5216899744666662,0
gene_224,0.8917668580377277,0
gene_225,0.0013504843382997989,0
gene_226,0.8917668580377277,0
gene_227,0.4766175258306559,0
gene_228,0.06148424338224891,0
gene_229,0.7529188580871826,0
gene_230,0.8113143904553488,0
gene_231,0.8791269266108304,0
gene_232,0.9813035636853745,0
gene_233,0.8833903869472384,0
gene_234,0.7478361363787502,0
gene_235,0.9323402844912035,0
gene_236,0.8791269266108304,0
gene_237,0.6545684905100383,0
gene_238,0.8789385368484616,0
gene_239,0.9753319421929613,0
gene_240,0.9323402844912035,0
gene_241,0.7290389972790386,0
gene_242,0.3739909767999552,0
gene_243,0.9181518784507372,0
gene_244,0.483323139486061,0
gene_245,0.8791269266108304,0
gene_246,0.8791269266108304,0
gene_247,0.6520843355476637,0
gene_248,0.8791269266108304,0
gene_249,0.5764243501886416,0
