,pvals_adj,spatially_variable
gene_87,0.3333493834917305,0
gene_88,0.40123782412619086,0
gene_89,0.4394083315066068,0
gene_90,0.6616091553639059,0
gene_91,0.3951088892099936,0
gene_92,0.05241283180092778,0
gene_93,0.6816750435195731,0
gene_94,0.6760580470335066,0
gene_95,0.4394083315066068,0
gene_96,0.5074019628218474,0
gene_97,0.1715343145646216,0
gene_98,0.6707913982715992,0
gene_99,0.12907448115550615,0
gene_100,0.23348536201800138,0
gene_101,0.285009101790097,0
gene_102,0.6616091553639059,0
gene_103,0.4542590930406499,0
gene_104,0.613970079472267,0
gene_105,0.23593658056390074,0
gene_106,0.613970079472267,0
gene_107,0.6172180264022356,0
gene_108,0.34447384508657736,0
gene_109,0.030587721814129255,0
gene_110,0.5163298874777722,0
gene_111,0.8985718181181156,0
gene_112,0.29382896432236344,0
gene_113,0.46324944331477225,0
gene_114,3.437192084313503e-07,0
gene_115,0.8074436161457107,0
gene_116,0.6130803747009761,0
gene_117,0.8051933546078852,0
gene_118,0.815582783447589,0
gene_119,0.31280056348904306,0
gene_120,0.10179783549568837,0
gene_121,0.31363534778722935,0
gene_122,0.8051933546078852,0
gene_123,0.6172180264022356,0
gene_124,0.1104813544167589,0
gene_125,0.5265497915381316,0
gene_126,0.5074019628218474,0
gene_127,0.3496059871655391,0
gene_128,0.7014564089581885,0
gene_129,0.7138648489283962,0
gene_130,0.00020746621590966635,0
gene_131,0.056607776329183734,0
gene_132,0.1104813544167589,0
gene_133,0.20389155932455344,0
gene_134,0.9641184969693611,0
gene_135,0.04280874435528998,0
gene_136,0.8398563689428835,0
gene_137,0.8364396744803421,0
gene_138,0.20102687216319567,0
gene_139,0.3810710756065708,0
gene_140,0.40380845332029164,0
gene_141,0.9235566248643944,0
gene_142,0.3333493834917305,0
gene_143,0.6018109378873947,0
gene_144,0.5074019628218474,0
gene_145,0.821325806347563,0
gene_146,0.06684078834829654,0
gene_147,0.6043877852498372,0
gene_148,0.889419202347906,0
gene_149,0.11218061448009241,0
gene_150,0.2102108889792683,0
gene_151,0.5825161732699775,0
gene_152,0.8073122177613802,0
gene_153,0.10526736868128869,0
gene_154,0.11316246057621043,0
gene_155,0.808376235304272,0
gene_156,0.7146041211301467,0
gene_157,0.45187776751675196,0
gene_158,0.056607776329183734,0
gene_159,4.713262395605338e-10,0
gene_160,0.191348311803453,0
gene_161,0.0015558470176962392,0
gene_162,0.5003267943979067,0
gene_163,0.04685249387343628,0
gene_164,0.2534316772313345,0
gene_165,0.8126059673227821,0
gene_166,0.7827678287831012,0
gene_167,0.8314211571144572,0
gene_168,0.7989607912468042,0
gene_169,0.28254203839188063,0
gene_170,0.7263412592880383,0
gene_171,0.10179783549568837,0
gene_172,0.9668530092659123,0
gene_173,0.18836464516485807,0
gene_174,9.731437797999635e-05,0
gene_175,0.1104813544167589,0
gene_176,0.7138648489283962,0
gene_177,0.6523664426537271,0
gene_178,0.3719416001930019,0
gene_179,0.8073122177613802,0
gene_180,0.5394810263541687,0
gene_181,0.18955193858674235,0
gene_182,0.06295327490027862,0
gene_183,0.41651828888962117,0
gene_184,0.3719416001930019,0
gene_185,0.5303757119838448,0
gene_186,0.44560700613787574,0
gene_187,0.5394810263541687,0
gene_188,0.21872653095273997,0
gene_189,0.5429593924830461,0
gene_190,0.62784804022364,0
gene_191,0.8051933546078852,0
gene_192,0.7618928621508786,0
gene_193,0.44560700613787574,0
gene_194,0.7207720358552193,0
gene_195,0.6348659164826118,0
gene_196,0.43493044756308225,0
gene_197,0.07633007220339255,0
gene_198,0.27292992249890535,0
gene_199,0.41231681697961087,0
gene_200,0.6582010052529189,0
gene_201,0.44560700613787574,0
gene_202,0.6616091553639059,0
gene_203,0.8644010158682692,0
gene_204,0.6123098530155159,0
gene_205,0.3603801778597086,0
gene_206,0.0004328993532510903,0
gene_207,0.33438137539321333,0
gene_208,0.5925714193283903,0
gene_209,0.37135664400277807,0
gene_210,0.7676996765810066,0
gene_211,0.5394810263541687,0
gene_212,0.18836464516485807,0
gene_213,0.19117981106118134,0
gene_214,0.5482729714337237,0
gene_215,0.31363534778722935,0
gene_216,0.44560700613787574,0
gene_217,0.3451280228547479,0
gene_218,0.6616091553639059,0
gene_219,0.12302658769408732,0
gene_220,4.3410870678599496e-05,0
gene_221,0.6172180264022356,0
gene_222,0.6172180264022356,0
gene_223,0.5394810263541687,0
gene_224,0.8769955881725694,0
gene_225,0.4807836909045051,0
gene_226,0.22262624023931307,0
gene_227,0.28952111974171457,0
gene_228,0.613970079472267,0
gene_229,0.6672095509014841,0
gene_230,0.821325806347563,0
gene_231,0.8439575331775726,0
gene_232,0.13611530293788507,0
gene_233,0.4122281703161545,0
gene_234,0.522685057240925,0
gene_235,0.7926035887006448,0
gene_236,0.5721671938522449,0
gene_237,0.47962824434650864,0
gene_238,0.5825161732699775,0
gene_239,0.23593658056390074,0
gene_240,0.41961277586956414,0
gene_241,0.030099920962163552,0
gene_242,0.14100733338723012,0
gene_243,0.6517175950299515,0
gene_244,0.6909395507545273,0
gene_245,0.7127712889496267,0
gene_246,0.20859843623377722,0
gene_247,0.9235566248643944,0
gene_248,0.540371196850874,0
gene_249,0.3750769549665707,0
