,pvals_adj,spatially_variable
gene_239,0.15859069471757395,0
gene_240,0.333505932794972,0
gene_241,0.3740890051896915,0
gene_242,0.26343333120111284,0
gene_243,0.10586530928655775,0
gene_244,0.5381572270397876,0
gene_245,0.7483062630604859,0
gene_246,0.6538193581362817,0
gene_247,0.06244755659195539,0
gene_248,0.013597614646172618,0
gene_249,0.398591227670697,0
