,fdr,spatially_variable
gene_65,0.0009121723364757236,0
gene_66,0.08086372449439656,0
gene_67,0.010624537129806624,0
gene_68,0.0017407833590590569,0
gene_69,0.0037306960564948487,0
gene_70,0.007098202064474884,0
gene_71,0.004701044430018692,0
gene_72,0.4559121538501902,0
gene_73,0.0020420738516525013,0
gene_74,0.03205133919348375,0
gene_75,0.005950481721439765,0
gene_76,0.01743142407464255,0
gene_77,0.008830624302428314,0
gene_78,0.007770281898916483,0
gene_79,0.0005350351114616829,0
gene_80,0.00037833694458139954,0
gene_81,0.046428982694674874,0
gene_82,0.0024314167404017786,0
gene_83,0.046428982694674874,0
gene_84,0.009990368716973716,0
gene_85,0.0018060319790790195,0
gene_86,0.07366247077857851,0
gene_87,0.009622288697357937,0
gene_88,0.005587976652672834,0
gene_89,0.0073222945913849116,0
gene_90,0.023627940006873602,0
gene_91,0.004495562632289691,0
gene_92,0.007437286657763151,0
gene_93,0.4671611363596299,0
gene_94,0.007098202064474884,0
gene_95,0.00041144999145517695,0
gene_96,0.00025884397907603864,0
gene_97,0.004405984680189559,0
gene_98,0.03321639648033363,0
gene_99,0.003618220745551363,0
gene_100,0.0014980722250533985,0
gene_101,0.00184725806932722,0
gene_102,0.030255202578181234,0
gene_103,0.023941747222148268,0
gene_104,0.03892609450953666,0
gene_105,0.0005758093997445337,0
gene_106,0.009065372509396976,0
gene_107,0.020847223954844004,0
gene_108,0.4937977613588944,0
gene_109,0.032560702434912665,0
gene_110,0.0004667898029301499,0
gene_111,0.00975975314455771,0
gene_112,0.008084903513200403,0
gene_113,0.024257769649442224,0
gene_114,0.0009108362207528245,0
gene_115,0.006894178781636344,0
gene_116,0.018406608504920277,0
gene_117,0.0061380167470531525,0
gene_118,0.007111778071996704,0
gene_119,0.01380966789273857,0
gene_120,0.02135108737175014,0
gene_121,0.0008631363682444448,0
gene_122,0.0150125338345046,0
gene_123,0.007648923557524264,0
gene_124,0.003525699060058543,0
gene_125,0.00980850646098686,0
gene_126,0.010288311125222348,0
gene_127,0.007098202064474884,0
gene_128,0.017830941446842406,0
gene_129,0.010181491524895472,0
gene_130,0.01939907937003474,0
gene_131,0.023941747222148268,0
gene_132,0.022683453166580853,0
gene_133,0.005676072458994682,0
gene_134,0.003525699060058543,0
gene_135,0.010288311125222348,0
gene_136,0.0341533607028302,0
gene_137,0.017693927430938342,0
gene_138,0.008084903513200403,0
gene_139,0.021595084666113352,0
gene_140,0.0033835567962934806,0
gene_141,0.04202285299743661,0
gene_142,0.00184725806932722,0
gene_143,0.08673445569542342,0
gene_144,0.043312328404314065,0
gene_145,0.014062874086434168,0
gene_146,0.019385139592628536,0
gene_147,0.0013108230242048595,0
gene_148,0.03446844000300379,0
gene_149,0.0040294114907837445,0
gene_150,0.03212364862110551,0
gene_151,0.011543083023362391,0
gene_152,0.03443735882053034,0
gene_153,0.0014076015329144746,0
gene_154,0.00980850646098686,0
gene_155,0.022683453166580853,0
gene_156,0.02129401433871172,0
gene_157,0.0034737789303245915,0
gene_158,0.006190671474423496,0
gene_159,0.0007687727746960853,0
gene_160,0.0020420738516525013,0
gene_161,0.00020154894050630152,0
gene_162,0.0019091072015069905,0
gene_163,0.003580636610867404,0
gene_164,0.005355794781880334,0
gene_165,0.0002119446533010183,0
gene_166,0.48329447106758305,0
gene_167,0.0013054981683875391,0
gene_168,0.014241367581645209,0
gene_169,0.00042265329016034144,0
gene_170,6.026535360166798e-05,0
gene_171,0.0018339938813539934,0
gene_172,0.0003685007339456092,0
gene_173,0.004701044430018692,0
gene_174,0.022683453166580853,0
gene_175,0.003626455375872395,0
gene_176,0.00271913595124931,0
gene_177,0.007098202064474884,0
gene_178,0.004755143352624195,0
gene_179,0.009578004252883344,0
gene_180,0.006020016265006576,0
gene_181,0.0016064900803112949,0
gene_182,0.05007670936810262,0
gene_183,0.0023192418259928983,0
gene_184,0.023258284852063545,0
gene_185,0.0027871123445741205,0
gene_186,0.0036545296187553995,0
gene_187,0.0008631363682444448,0
gene_188,0.0005867651653420357,0
gene_189,0.007437286657763151,0
gene_190,0.007098202064474884,0
gene_191,0.004170001760732309,0
gene_192,0.010022312430373602,0
gene_193,0.0014980722250533985,0
gene_194,0.02295812785513492,0
gene_195,0.0014980722250533985,0
gene_196,0.005728414325969049,0
gene_197,0.007631444566066042,0
gene_198,0.4937977613588944,0
gene_199,0.0856129172992302,0
gene_200,0.014810645334371889,0
gene_201,0.004405984680189559,0
gene_202,0.02032133269682729,0
gene_203,0.014235969397920663,0
gene_204,0.01550941020404293,0
gene_205,0.0012284815414547237,0
gene_206,0.020847223954844004,0
gene_207,0.004755143352624195,0
gene_208,0.005829606681101206,0
gene_209,0.0007245998184172003,0
gene_210,0.03871657413609949,0
gene_211,0.030101128169098667,0
gene_212,0.02295812785513492,0
gene_213,0.01380966789273857,0
gene_214,0.0039398523376824625,0
gene_215,0.007437286657763151,0
gene_216,0.01475062035534358,0
gene_217,0.007648923557524264,0
gene_218,0.003821126215402567,0
gene_219,0.008738041326211398,0
gene_220,0.0052588785550988,0
gene_221,0.003580636610867404,0
gene_222,0.011301054906592813,0
gene_223,0.0014518242020261367,0
gene_224,0.023941747222148268,0
gene_225,0.0056270300268879015,0
gene_226,0.009819558206726904,0
gene_227,0.0386712109250101,0
gene_228,0.01271506421971417,0
gene_229,0.0100756014897615,0
gene_230,0.0056270300268879015,0
gene_231,0.0008999296161357209,0
gene_232,0.0015866981857954564,0
gene_233,0.0005350351114616829,0
gene_234,0.006305851768251719,0
gene_235,0.022382600310520785,0
gene_236,0.004621411930811545,0
gene_237,0.024306851494625647,0
gene_238,0.07200570618931065,0
gene_239,0.006113805737945691,0
gene_240,0.010624537129806624,0
gene_241,0.01622100818605874,0
gene_242,0.01248455354249836,0
gene_243,0.07304202580198219,0
gene_244,0.025623582490307682,0
gene_245,0.005064994699202984,0
gene_246,0.022109934701441715,0
gene_247,0.4977030329823975,0
gene_248,0.013092165083168582,0
gene_249,0.007201224820735337,0
