,fdr,spatially_variable
gene_65,0.013046591941294525,0
gene_66,0.0016360567903818866,0
gene_67,0.022293761156382517,0
gene_68,0.026600910815157038,0
gene_69,0.03875803686073078,0
gene_70,0.0026440331732056426,0
gene_71,0.015853414148920216,0
gene_72,0.01770993822930726,0
gene_73,0.00824993198555577,0
gene_74,0.005894587105979376,0
gene_75,0.5078028150380878,0
gene_76,0.015049045917929863,0
gene_77,0.004800453429997077,0
gene_78,0.018253964954291334,0
gene_79,0.0025816411942956087,0
gene_80,0.19638123739282473,0
gene_81,0.5589574305512355,0
gene_82,0.01072889420012847,0
gene_83,0.07471983354579266,0
gene_84,0.0030484970904942985,0
gene_85,0.00859404567726812,0
gene_86,0.5078028150380878,0
gene_87,0.020344958430842493,0
gene_88,0.04012076255989387,0
gene_89,0.0022374618896172566,0
gene_90,0.023653431404972086,0
gene_91,0.0357830001602228,0
gene_92,0.026455289201352834,0
gene_93,0.004986180015393611,0
gene_94,0.01568974744782042,0
gene_95,0.03292638008933526,0
gene_96,0.005760570093325682,0
gene_97,0.01770993822930726,0
gene_98,0.016880194130210885,0
gene_99,0.008394574273751738,0
gene_100,0.5078028150380878,0
gene_101,0.007925201012311592,0
gene_102,0.02965910348722079,0
gene_103,0.019936836553857768,0
gene_104,0.011315508900183822,0
gene_105,0.015942872274875834,0
gene_106,0.008242724162897883,0
gene_107,0.015806153997221708,0
gene_108,0.0022836137918564106,0
gene_109,0.020117097054750142,0
gene_110,0.026218971347198756,0
gene_111,0.013046591941294525,0
gene_112,0.4529974934822837,0
gene_113,0.09845019336556735,0
gene_114,0.008497574293974937,0
gene_115,0.00027884973629629765,0
gene_116,0.00230379231490655,0
gene_117,0.030349955563744077,0
gene_118,0.013198930952504807,0
gene_119,0.05711045577447203,0
gene_120,0.05910594343989116,0
gene_121,0.0005524214501228156,0
gene_122,0.005824053874452162,0
gene_123,0.5078028150380878,0
gene_124,0.008318487662776491,0
gene_125,0.5078028150380878,0
gene_126,0.009228625167867929,0
gene_127,0.5170886297621092,0
gene_128,0.016880194130210885,0
gene_129,0.01770993822930726,0
gene_130,0.0006957217555758985,0
gene_131,0.012370133683039188,0
gene_132,0.000234029263403988,0
gene_133,0.0014443631936435694,0
gene_134,0.11383202426398473,0
gene_135,0.030024490396055228,0
gene_136,0.03875803686073078,0
gene_137,2.3524375821504865e-05,0
gene_138,0.01252178136773077,0
gene_139,0.022293761156382517,0
gene_140,0.05412369099504097,0
gene_141,0.01774448983703609,0
gene_142,0.014741345975046529,0
gene_143,0.005824053874452162,0
gene_144,0.0035107869086753226,0
gene_145,0.5078028150380878,0
gene_146,0.017224058093843583,0
gene_147,0.05320003143163071,0
gene_148,0.006201426029628225,0
gene_149,0.5078028150380878,0
gene_150,0.010767064897603323,0
gene_151,0.005824053874452162,0
gene_152,0.00035912050252016935,0
gene_153,0.01420107954620308,0
gene_154,0.0015802689491776782,0
gene_155,0.03214400112896134,0
gene_156,0.01930427456590808,0
gene_157,0.0631134560132808,0
gene_158,0.006138897880501366,0
gene_159,0.006502366925495846,0
gene_160,0.0060262193212816595,0
gene_161,0.047585374781897144,0
gene_162,0.018497898057262426,0
gene_163,0.0023780068106216898,0
gene_164,0.013198930952504807,0
gene_165,0.01299196364898294,0
gene_166,0.0016379549976278263,0
gene_167,0.5078028150380878,0
gene_168,0.006502366925495846,0
gene_169,0.00021054923043032695,0
gene_170,0.02598121547391868,0
gene_171,0.015806153997221708,0
gene_172,0.0073035002214110216,0
gene_173,0.02708013432035425,0
gene_174,0.5078028150380878,0
gene_175,0.024552568945823968,0
gene_176,0.023428683645529844,0
gene_177,0.047585374781897144,0
gene_178,0.5078028150380878,0
gene_179,0.010829408985035344,0
gene_180,0.0040943093633413995,0
gene_181,0.505987845021078,0
gene_182,0.0275241889861321,0
gene_183,0.5078028150380878,0
gene_184,0.0168362398106992,0
gene_185,0.03348654008405046,0
gene_186,0.01605204607563698,0
gene_187,0.011954493157397226,0
gene_188,0.47218969401138366,0
gene_189,0.000328534849231647,0
gene_190,0.5078028150380878,0
gene_191,0.4635658030059342,0
gene_192,0.0445922669662311,0
gene_193,0.01415136508675795,0
gene_194,0.013046591941294525,0
gene_195,0.13790083317434937,0
gene_196,0.0014443631936435694,0
gene_197,0.0008358132430095769,0
gene_198,0.006066786320359715,0
gene_199,0.000472935060765764,0
gene_200,0.016880194130210885,0
gene_201,0.011811874723921364,0
gene_202,0.00479825619330008,0
gene_203,0.006536698106720221,0
gene_204,8.866724624183942e-05,0
gene_205,0.10795343178817136,0
gene_206,0.017921824725749037,0
gene_207,0.009849403549546151,0
gene_208,0.06381659045596991,0
gene_209,9.330551816843797e-05,0
gene_210,0.02694870536074142,0
gene_211,0.0022374618896172566,0
gene_212,0.0009673236437782341,0
gene_213,0.02743581540343776,0
gene_214,0.5078028150380878,0
gene_215,0.011634937444774677,0
gene_216,0.004957680099738809,0
gene_217,0.5078028150380878,0
gene_218,0.013246407627537836,0
gene_219,0.047585374781897144,0
gene_220,0.026600910815157038,0
gene_221,0.0024828884174947414,0
gene_222,0.024991024827048923,0
gene_223,0.0011997720422657519,0
gene_224,0.03875803686073078,0
gene_225,0.05447554183518005,0
gene_226,0.0001247273748370679,0
gene_227,0.035596973306307234,0
gene_228,0.0008369009874699877,0
gene_229,0.0001682553854023321,0
gene_230,0.0029489062065965457,0
gene_231,0.012874878654938872,0
gene_232,0.015049045917929863,0
gene_233,0.004957680099738809,0
gene_234,0.023125855607408045,0
gene_235,0.008056404527584672,0
gene_236,0.05403964235140338,0
gene_237,0.001640369573420549,0
gene_238,0.00030050583999188774,0
gene_239,0.004820021084778066,0
gene_240,0.0006932055959734885,0
gene_241,0.010829408985035344,0
gene_242,0.003103631629995938,0
gene_243,0.015049045917929863,0
gene_244,0.015049045917929863,0
gene_245,0.0037290740923317574,0
gene_246,0.016880194130210885,0
gene_247,0.015942872274875834,0
gene_248,0.002988301810543721,0
gene_249,0.01770993822930726,0
