,fdr,spatially_variable
gene_65,0.0343273282434974,0
gene_66,0.0059932676495955805,0
gene_67,0.10091404003193097,0
gene_68,0.008729161341940456,0
gene_69,0.014402571002551566,0
gene_70,0.5037567751088149,0
gene_71,0.02595324172245403,0
gene_72,0.023147483236082997,0
gene_73,0.00284972650175565,0
gene_74,0.006477686688950972,0
gene_75,0.0013390047632512942,0
gene_76,0.02507730613410137,0
gene_77,0.018414652503088266,0
gene_78,0.021586030541516383,0
gene_79,0.011096693567878055,0
gene_80,0.010726777408423711,0
gene_81,0.007966908779455719,0
gene_82,0.005988930167698342,0
gene_83,0.010726777408423711,0
gene_84,0.014854179581394447,0
gene_85,0.019900003002808888,0
gene_86,0.5019554631293055,0
gene_87,0.018709583630042496,0
gene_88,0.007966908779455719,0
gene_89,0.0036251859215832814,0
gene_90,0.5019554631293055,0
gene_91,0.004669821599636463,0
gene_92,0.0044807139102102655,0
gene_93,0.0003430547877938121,0
gene_94,0.010667881729317874,0
gene_95,0.013362209894802727,0
gene_96,0.02957285566161637,0
gene_97,0.018414652503088266,0
gene_98,0.06226827094682553,0
gene_99,0.4999615801503824,0
gene_100,0.002409433216534806,0
gene_101,0.0004145647945761216,0
gene_102,0.008444090912213958,0
gene_103,6.63212088076932e-05,0
gene_104,0.008512153359347947,0
gene_105,0.0012522597377651206,0
gene_106,0.4905956806682205,0
gene_107,0.018385450070139368,0
gene_108,0.007913153324365907,0
gene_109,0.0059182425939189875,0
gene_110,0.0007502419986863746,0
gene_111,0.5037567751088149,0
gene_112,0.0007462043595768368,0
gene_113,0.05028601764420283,0
gene_114,0.005376116596271984,0
gene_115,0.015428230245286868,0
gene_116,0.018477986398641573,0
gene_117,0.0305880434618252,0
gene_118,0.004240024565954873,0
gene_119,0.018599353189325,0
gene_120,0.04999623785371694,0
gene_121,0.0360516371608868,0
gene_122,0.022539136136208435,0
gene_123,0.002335194148985337,0
gene_124,0.00047990793851717626,0
gene_125,0.00823082135635712,0
gene_126,0.0030765712650081137,0
gene_127,0.0019534134550735385,0
gene_128,0.008513027616614056,0
gene_129,0.016027394868546475,0
gene_130,0.024373086198929052,0
gene_131,0.011147883081090606,0
gene_132,0.004209978280626557,0
gene_133,0.0046965530889182296,0
gene_134,0.07570068269966981,0
gene_135,0.014402571002551566,0
gene_136,0.017480998400049675,0
gene_137,0.009305570537563451,0
gene_138,0.006593029413406525,0
gene_139,0.008249386490198775,0
gene_140,0.016040756518788484,0
gene_141,0.0064822514863586735,0
gene_142,0.01483330949449775,0
gene_143,0.006644329889488901,0
gene_144,0.0014103295663449574,0
gene_145,0.00416336316969434,0
gene_146,0.009073443669224109,0
gene_147,0.007893529061332503,0
gene_148,0.008249386490198775,0
gene_149,0.008932084113754053,0
gene_150,0.013870833812353902,0
gene_151,0.478868524086806,0
gene_152,0.0062036576579566245,0
gene_153,0.16227534564457632,0
gene_154,0.00407000393596144,0
gene_155,0.0004554845536983155,0
gene_156,0.022768161123576075,0
gene_157,0.002409433216534806,0
gene_158,0.0040906545720043605,0
gene_159,0.010726777408423711,0
gene_160,0.008512153359347947,0
gene_161,0.06843214261400846,0
gene_162,0.008131336025570243,0
gene_163,0.0067777292602488005,0
gene_164,0.0017445594433931567,0
gene_165,0.014402571002551566,0
gene_166,0.004209978280626557,0
gene_167,0.045483808336318474,0
gene_168,0.00022146510049841556,0
gene_169,0.008376180567394573,0
gene_170,0.009744555009224212,0
gene_171,0.0075704605620303365,0
gene_172,0.006308596983975732,0
gene_173,0.0002786439380444233,0
gene_174,0.018709583630042496,0
gene_175,0.02351792123165162,0
gene_176,0.0036251859215832814,0
gene_177,0.0008647074051346719,0
gene_178,0.00125864221396898,0
gene_179,0.0031926962905399607,0
gene_180,0.0316657785589498,0
gene_181,0.043381029529831576,0
gene_182,0.007820261552923794,0
gene_183,0.07925705247446102,0
gene_184,0.033964061575666595,0
gene_185,0.006845844527477926,0
gene_186,0.017413725291334902,0
gene_187,0.000593188675807658,0
gene_188,0.013512734243174422,0
gene_189,0.005741465682954442,0
gene_190,0.004720674134520771,0
gene_191,0.043307816721578414,0
gene_192,0.01483330949449775,0
gene_193,0.016186892554294216,0
gene_194,0.014725311618763734,0
gene_195,0.005316211250523243,0
gene_196,0.00014777148218879214,0
gene_197,0.0019534134550735385,0
gene_198,0.0011530923301468138,0
gene_199,0.5037567751088149,0
gene_200,0.016245984841212955,0
gene_201,0.0013964431303084435,0
gene_202,0.018385450070139368,0
gene_203,0.0040906545720043605,0
gene_204,0.00014456385973644692,0
gene_205,0.0003430547877938121,0
gene_206,0.017480998400049675,0
gene_207,0.5037567751088149,0
gene_208,0.00921038953352921,0
gene_209,0.0015475652234382647,0
gene_210,0.061856182174332724,0
gene_211,0.011886662885306525,0
gene_212,0.08103463198631551,0
gene_213,0.018669546950303227,0
gene_214,0.00416336316969434,0
gene_215,0.002608702533382231,0
gene_216,0.00823082135635712,0
gene_217,0.005018256643794873,0
gene_218,0.006734817971521573,0
gene_219,0.007916947031897133,0
gene_220,0.002955886272765255,0
gene_221,0.019168036103319745,0
gene_222,0.0008224841938426806,0
gene_223,0.5037567751088149,0
gene_224,0.0015935928411431365,0
gene_225,0.0014298045187660364,0
gene_226,0.0023733239993451688,0
gene_227,0.0012522597377651206,0
gene_228,0.02772569832559115,0
gene_229,0.00021907570427622168,0
gene_230,0.006845844527477926,0
gene_231,0.020707601981272916,0
gene_232,0.014347940687416575,0
gene_233,0.006501117173256178,0
gene_234,0.006852534671087931,0
gene_235,0.03691645231833195,0
gene_236,0.5037567751088149,0
gene_237,0.5037567751088149,0
gene_238,0.018709583630042496,0
gene_239,0.027187185330185302,0
gene_240,0.0025916166788670686,0
gene_241,0.0003430547877938121,0
gene_242,0.017480998400049675,0
gene_243,0.0046965530889182296,0
gene_244,0.015428230245286868,0
gene_245,0.32765541641065427,0
gene_246,0.08896833027789468,0
gene_247,0.0059811634791966575,0
gene_248,0.004209978280626557,0
gene_249,0.005741465682954442,0
