,fdr,spatially_variable
gene_65,0.015759056838228674,0
gene_66,0.008321549511407454,0
gene_67,0.021501936792488904,0
gene_68,0.012942770544806914,0
gene_69,0.04873157566349047,0
gene_70,0.008940135027692473,0
gene_71,0.05910162103322098,0
gene_72,0.503744839230717,0
gene_73,0.008009544064644209,0
gene_74,0.009687948506530295,0
gene_75,0.03728525287393105,0
gene_76,0.008529391249284968,0
gene_77,0.013373275892663933,0
gene_78,0.015291288886153115,0
gene_79,0.0016855116059756395,0
gene_80,0.021390346325124005,0
gene_81,0.004114136207111343,0
gene_82,0.003603253517726452,0
gene_83,0.01898243618626355,0
gene_84,0.016743950648993686,0
gene_85,0.015484057162569478,0
gene_86,0.013285294889136509,0
gene_87,0.008977668030825583,0
gene_88,0.00039882220657931096,0
gene_89,0.000328502454379543,0
gene_90,0.0029458404086998486,0
gene_91,0.004452184450718514,0
gene_92,0.03092153535411293,0
gene_93,0.0031288195686824906,0
gene_94,0.008018472637086365,0
gene_95,0.006140964027812001,0
gene_96,0.030982670916614233,0
gene_97,0.009523140995851852,0
gene_98,0.04454615444311797,0
gene_99,0.04316724722310334,0
gene_100,0.05154420685493135,0
gene_101,0.003589472202041338,0
gene_102,0.005564594455121139,0
gene_103,0.0007306670744466734,0
gene_104,0.009115839552010275,0
gene_105,0.002408296675484462,0
gene_106,0.054859250866271275,0
gene_107,0.007070381786310638,0
gene_108,0.014008794267779174,0
gene_109,0.0782419244656353,0
gene_110,0.00421370558793081,0
gene_111,0.503744839230717,0
gene_112,0.03162953021676275,0
gene_113,0.0030940593153373185,0
gene_114,0.021838795054822623,0
gene_115,0.4985251750106966,0
gene_116,0.013337379647842519,0
gene_117,0.0006513059106921105,0
gene_118,0.007628358981530123,0
gene_119,0.004630812715258892,0
gene_120,0.00475850101856858,0
gene_121,0.031243675292296474,0
gene_122,0.015817120494798685,0
gene_123,0.010077694313395344,0
gene_124,0.001420334467756436,0
gene_125,0.02665929009693398,0
gene_126,0.01261770810756176,0
gene_127,0.015620013950745634,0
gene_128,0.0030622123733693774,0
gene_129,0.002882886211114757,0
gene_130,0.0033001287109477545,0
gene_131,0.04638766162897834,0
gene_132,0.10213268986614527,0
gene_133,0.08172791779997365,0
gene_134,0.054859250866271275,0
gene_135,0.014943213096385211,0
gene_136,0.001429407220937609,0
gene_137,0.00014523764188383655,0
gene_138,0.009878159494097257,0
gene_139,0.01926220737444142,0
gene_140,0.2754474805017044,0
gene_141,0.0010185817311511732,0
gene_142,0.010149737753195208,0
gene_143,0.006792546803754639,0
gene_144,0.009523140995851852,0
gene_145,0.503744839230717,0
gene_146,0.028413257092047735,0
gene_147,0.040800284956953196,0
gene_148,0.0011035093942839598,0
gene_149,0.0006164275384892556,0
gene_150,0.008321549511407454,0
gene_151,0.019816874556435285,0
gene_152,0.009687948506530295,0
gene_153,0.004630812715258892,0
gene_154,0.004452184450718514,0
gene_155,0.023508509760928296,0
gene_156,0.043519022275875924,0
gene_157,0.0011785876500669053,0
gene_158,0.00024478718637498825,0
gene_159,0.006440885891128829,0
gene_160,0.0036541808431216744,0
gene_161,0.503744839230717,0
gene_162,0.503744839230717,0
gene_163,2.4658115475775318e-05,0
gene_164,0.0641360241389213,0
gene_165,0.009115839552010275,0
gene_166,0.035420861571421575,0
gene_167,0.008518007204552716,0
gene_168,0.013373275892663933,0
gene_169,0.01573377310012495,0
gene_170,0.0782419244656353,0
gene_171,0.016812716260739415,0
gene_172,0.0075279875551606205,0
gene_173,0.009523140995851852,0
gene_174,0.503744839230717,0
gene_175,0.004630812715258892,0
gene_176,0.01947326276716639,0
gene_177,0.0458676170689687,0
gene_178,0.0033561568807450393,0
gene_179,0.04695005941139035,0
gene_180,0.0012839515667719041,0
gene_181,0.005426021599218157,0
gene_182,0.503744839230717,0
gene_183,0.00336818978982899,0
gene_184,0.001420334467756436,0
gene_185,0.0030622123733693774,0
gene_186,0.06199179479971211,0
gene_187,0.020488227496742367,0
gene_188,0.00825809683641146,0
gene_189,0.020896181338467507,0
gene_190,0.0036215357616115338,0
gene_191,0.030695937751916876,0
gene_192,0.005016261772028985,0
gene_193,0.0018462411708513881,0
gene_194,0.0027448196119242312,0
gene_195,0.004267471482579796,0
gene_196,0.03403975531900444,0
gene_197,0.0020162263055516962,0
gene_198,0.05702672757835806,0
gene_199,0.024467413409487736,0
gene_200,0.009675985717749276,0
gene_201,0.0346607742410337,0
gene_202,0.503744839230717,0
gene_203,0.008940135027692473,0
gene_204,0.012651277596025412,0
gene_205,0.004114136207111343,0
gene_206,0.001420334467756436,0
gene_207,0.15654707367605944,0
gene_208,0.004114136207111343,0
gene_209,0.001420334467756436,0
gene_210,0.503744839230717,0
gene_211,0.004630812715258892,0
gene_212,0.0030940593153373185,0
gene_213,0.005426021599218157,0
gene_214,0.0003062164360199295,0
gene_215,0.503744839230717,0
gene_216,0.0030940593153373185,0
gene_217,0.008321549511407454,0
gene_218,0.04954468021329986,0
gene_219,0.0030940593153373185,0
gene_220,0.006440885891128829,0
gene_221,0.0013925436781127348,0
gene_222,0.028162642592398153,0
gene_223,0.06423528590788116,0
gene_224,0.01491360669926888,0
gene_225,0.0015610256034120963,0
gene_226,0.03209978475967978,0
gene_227,0.007667520761125992,0
gene_228,0.00047313644638899514,0
gene_229,0.012748859629426922,0
gene_230,0.0243221414347342,0
gene_231,0.4985251750106966,0
gene_232,0.008746274593633195,0
gene_233,0.48090006436230953,0
gene_234,0.002882886211114757,0
gene_235,0.0017736796471755183,0
gene_236,0.020748276213234305,0
gene_237,0.0030622123733693774,0
gene_238,0.1264229907811808,0
gene_239,0.09173589379605224,0
gene_240,0.012972728919057631,0
gene_241,0.006440885891128829,0
gene_242,0.503744839230717,0
gene_243,0.005426021599218157,0
gene_244,0.020015491009373707,0
gene_245,0.503744839230717,0
gene_246,0.01892074690254597,0
gene_247,0.0024877308219125897,0
gene_248,0.0022496862729343378,0
gene_249,0.0075279875551606205,0
