,pvals_adj,spatially_variable
gene_197,0.028953056614642213,0
gene_198,0.20717684543843626,0
gene_199,0.10688774627833611,0
gene_200,0.7927838157881871,0
gene_201,0.5588843754114675,0
gene_202,0.47733763914236943,0
gene_203,0.7096948154897796,0
gene_204,0.509926445199331,0
gene_205,1.7610186723205398e-06,0
gene_206,0.005396441073472219,0
gene_207,0.24876028145009363,0
gene_208,0.8779672153259085,0
gene_209,0.2833649004622356,0
gene_210,0.30029664486640617,0
gene_211,0.37086835735673424,0
gene_212,0.9641602846251075,0
gene_213,1.306957718928812e-05,0
gene_214,0.0805746973709984,0
gene_215,0.09433936555345442,0
gene_216,0.6487991713013086,0
gene_217,0.5588843754114675,0
gene_218,0.10666596766656006,0
gene_219,0.1826829935708912,0
gene_220,0.026650190915428678,0
gene_221,0.30029664486640617,0
gene_222,0.6323732898386349,0
gene_223,0.2234409337318735,0
gene_224,0.046830674568043365,0
gene_225,0.7295131394572785,0
gene_226,0.5497577755824462,0
gene_227,0.34408143567193583,0
gene_228,0.0009075833593183536,0
gene_229,0.3926270276467123,0
gene_230,0.03943120338268291,0
gene_231,0.7156269545914197,0
gene_232,0.5857964503692645,0
gene_233,0.4575003741239159,0
gene_234,0.20199256060085957,0
gene_235,0.5344405079946523,0
gene_236,0.5280882911420741,0
gene_237,0.7419399563940684,0
gene_238,0.3535307516923998,0
gene_239,0.8047980119392127,0
gene_240,0.6635477663085293,0
gene_241,0.4771800744215142,0
gene_242,0.059356404286739474,0
gene_243,0.0805746973709984,0
gene_244,0.6488799925819378,0
gene_245,0.5393477087252483,0
gene_246,0.7317515672524602,0
gene_247,0.2396923140370031,0
gene_248,0.27143906026454984,0
gene_249,0.6809988393719176,0
