,pvals_adj,spatially_variable
gene_160,0.8366258169882167,0
gene_161,0.7735667463893865,0
gene_162,0.48245237470502494,0
gene_163,0.0008240666955536279,0
gene_164,0.7680095670869432,0
gene_165,0.7680095670869432,0
gene_166,0.09582458472520824,0
gene_167,0.6311602960132029,0
gene_168,0.5367275240781733,0
gene_169,0.5795594872627612,0
gene_170,0.7767402953427412,0
gene_171,0.6941662022777625,0
gene_172,0.31492997192836797,0
gene_173,0.5994073208390358,0
gene_174,0.7389402352664082,0
gene_175,0.08091819855636508,0
gene_176,0.44567675733549483,0
gene_177,0.6681744931609288,0
gene_178,0.3524270351039876,0
gene_179,0.1071153805505221,0
gene_180,0.5702671763487527,0
gene_181,0.5978279017688396,0
gene_182,0.7291733098070228,0
gene_183,0.7291733098070228,0
gene_184,0.9250200444658206,0
gene_185,0.08404022715968108,0
gene_186,0.008808102422398678,0
gene_187,0.5795594872627612,0
gene_188,0.3808794626821093,0
gene_189,0.6606186884944736,0
gene_190,0.11238831368361604,0
gene_191,0.23067688826727978,0
gene_192,0.8703086652141244,0
gene_193,0.683557576203026,0
gene_194,0.4903251633530735,0
gene_195,0.9032774491187301,0
gene_196,0.6606186884944736,0
gene_197,0.10237012854601873,0
gene_198,0.5241080454038146,0
gene_199,0.8703086652141244,0
gene_200,0.0662493334056717,0
gene_201,0.473579129734204,0
gene_202,0.09628259589918613,0
gene_203,0.8281557883384572,0
gene_204,0.44827786389550545,0
gene_205,0.5795594872627612,0
gene_206,0.7240251745348208,0
gene_207,0.45935677113996165,0
gene_208,0.6606186884944736,0
gene_209,0.5978279017688396,0
gene_210,0.7735168391754779,0
gene_211,0.7694752980540224,0
gene_212,0.3524270351039876,0
gene_213,0.7822430386926846,0
gene_214,0.48771893599428656,0
gene_215,0.7735667463893865,0
gene_216,0.16753666722232838,0
gene_217,0.8379931308071572,0
gene_218,0.7905957351332138,0
gene_219,0.2862390692506017,0
gene_220,0.48771893599428656,0
gene_221,0.8209099080810278,0
gene_222,0.7767603733465401,0
gene_223,0.7209036876643828,0
gene_224,8.764862478394119e-09,0
gene_225,0.774903614844765,0
gene_226,0.8818094309811465,0
gene_227,0.4269326602033736,0
gene_228,0.5424155058023084,0
gene_229,0.6413050729775189,0
gene_230,0.09582458472520824,0
gene_231,0.3984929393055875,0
gene_232,3.6177708200284984e-06,0
gene_233,0.6413050729775189,0
gene_234,0.11080671625592531,0
gene_235,0.43571403129022374,0
gene_236,0.05915327100923092,0
gene_237,0.48771893599428656,0
gene_238,0.7389402352664082,0
gene_239,0.42664316774867056,0
gene_240,0.4461843777063873,0
gene_241,0.6401364282260138,0
gene_242,0.40470331737704757,0
gene_243,0.48245237470502494,0
gene_244,0.37532687019914646,0
gene_245,0.7671192455800129,0
gene_246,0.6401364282260138,0
gene_247,0.31492997192836797,0
gene_248,0.7321662349979656,0
gene_249,0.23443813948565298,0
