,pvals_adj,spatially_variable
gene_68,0.3657942619975336,0
gene_69,0.2093326202241287,0
gene_70,0.8327413857232734,0
gene_71,0.8570556519167635,0
gene_72,0.2876318288798411,0
gene_73,0.5584166422891542,0
gene_74,0.6504752632162606,0
gene_75,0.8746037451606735,0
gene_76,0.6504752632162606,0
gene_77,0.06684558291149789,0
gene_78,0.6504752632162606,0
gene_79,0.14309160148856678,0
gene_80,0.4082661068591502,0
gene_81,0.8294884113982426,0
gene_82,0.755834601720601,0
gene_83,0.544381776602492,0
gene_84,0.9184905796172832,0
gene_85,0.6512950800834635,0
gene_86,0.4204776295605394,0
gene_87,0.755834601720601,0
gene_88,0.16966135778885857,0
gene_89,0.8474482024142139,0
gene_90,0.7397458867768488,0
gene_91,0.7231823589000144,0
gene_92,0.79586727059149,0
gene_93,0.1235901768018551,0
gene_94,0.9184905796172832,0
gene_95,0.6715691997009103,0
gene_96,0.442317848643757,0
gene_97,0.6218697670769756,0
gene_98,0.35656624707227547,0
gene_99,0.8079516982865916,0
gene_100,0.44844859401501264,0
gene_101,0.21398132966687325,0
gene_102,0.35213615708508933,0
gene_103,0.3248848802235452,0
gene_104,0.7741118756418601,0
gene_105,0.349478059243329,0
gene_106,0.8600578779501685,0
gene_107,0.5935774414192878,0
gene_108,0.011640016392426058,0
gene_109,0.8473911543800047,0
gene_110,0.978534539940557,0
gene_111,0.45702163681845837,0
gene_112,0.501988328603177,0
gene_113,0.5584166422891542,0
gene_114,0.7559305312814286,0
gene_115,0.9787658820042751,0
gene_116,0.978534539940557,0
gene_117,0.3255950764180454,0
gene_118,0.6504752632162606,0
gene_119,0.6504752632162606,0
gene_120,0.01918338353328378,0
gene_121,0.8400473478899498,0
gene_122,0.8038902677113381,0
gene_123,0.7858760238827655,0
gene_124,0.27151267297095816,0
gene_125,0.178724294780933,0
gene_126,0.7167086231781562,0
gene_127,0.755834601720601,0
gene_128,0.5751589616224024,0
gene_129,0.9622796757553725,0
gene_130,0.6504752632162606,0
gene_131,0.4521372005279758,0
gene_132,0.018413382922918987,0
gene_133,0.30766211297527846,0
gene_134,0.9872607987623918,0
gene_135,0.35656624707227547,0
gene_136,0.08570970124584543,0
gene_137,0.2898129203765206,0
gene_138,0.9068153668791437,0
gene_139,0.8600578779501685,0
gene_140,0.13819774262333068,0
gene_141,0.746942792465929,0
gene_142,0.40181071764422,0
gene_143,0.10191896758200523,0
gene_144,0.7231823589000144,0
gene_145,0.23672877060714873,0
gene_146,0.5584166422891542,0
gene_147,0.6060144977424325,0
gene_148,0.7397458867768488,0
gene_149,0.37209299388485817,0
gene_150,0.5047421241918734,0
gene_151,0.4836070383250831,0
gene_152,0.825179049968377,0
gene_153,0.825179049968377,0
gene_154,0.25178615765295226,0
gene_155,0.9292834814341061,0
gene_156,0.663869965026512,0
gene_157,0.8681947560281653,0
gene_158,0.6945280744467588,0
gene_159,0.8661742313896766,0
gene_160,0.6504752632162606,0
gene_161,0.845655968087808,0
gene_162,0.9184905796172832,0
gene_163,0.5678274322635554,0
gene_164,0.6261671359417086,0
gene_165,0.700014444808128,0
gene_166,0.23672877060714873,0
gene_167,0.17528182949039106,0
gene_168,1.6261748868685359e-06,0
gene_169,0.1256668008463926,0
gene_170,0.4648802622223019,0
gene_171,0.22552514506636193,0
gene_172,0.33998544438128436,0
gene_173,0.746942792465929,0
gene_174,0.746942792465929,0
gene_175,0.14544025917521175,0
gene_176,0.8337246754516525,0
gene_177,0.700962145175467,0
gene_178,0.6483155342556948,0
gene_179,0.842928748629016,0
gene_180,0.20558436989432002,0
gene_181,0.7177494966118233,0
gene_182,0.755834601720601,0
gene_183,0.8394411245385706,0
gene_184,0.8854634865031501,0
gene_185,0.9068153668791437,0
gene_186,0.4589484004079973,0
gene_187,0.06932532035759359,0
gene_188,0.8394411245385706,0
gene_189,0.8038902677113381,0
gene_190,0.8294884113982426,0
gene_191,0.9184905796172832,0
gene_192,0.6504752632162606,0
gene_193,0.35451523773043475,0
gene_194,0.19826003690644264,0
gene_195,0.630964452420403,0
gene_196,0.5584166422891542,0
gene_197,0.33998544438128436,0
gene_198,0.7012823298325491,0
gene_199,0.8645718087559695,0
gene_200,0.8842905158729959,0
gene_201,0.8439087384221527,0
gene_202,0.15048318969580962,0
gene_203,0.845655968087808,0
gene_204,0.4204776295605394,0
gene_205,0.5129332617075443,0
gene_206,0.8661742313896766,0
gene_207,0.8842905158729959,0
gene_208,0.060230024123929984,0
gene_209,0.6504752632162606,0
gene_210,0.35213615708508933,0
gene_211,0.9872607987623918,0
gene_212,0.35656624707227547,0
gene_213,0.42604371952455,0
gene_214,0.35809695271702124,0
gene_215,0.00217187475629159,0
gene_216,0.6512950800834635,0
gene_217,0.035493444769570115,0
gene_218,0.6354804966697051,0
gene_219,0.746942792465929,0
gene_220,0.700014444808128,0
gene_221,0.7986333084615332,0
gene_222,0.665537341191703,0
gene_223,0.0883489723978897,0
gene_224,0.75204024302934,0
gene_225,0.6116259425961817,0
gene_226,0.36782491084338714,0
gene_227,0.05096460313808883,0
gene_228,0.6881831050012372,0
gene_229,0.6200067371511248,0
gene_230,0.14932611267355558,0
gene_231,0.08202429856286036,0
gene_232,0.11093741209899538,0
gene_233,0.9287676712698096,0
gene_234,0.8473911543800047,0
gene_235,0.734086090545657,0
gene_236,0.501988328603177,0
gene_237,0.908238136007262,0
gene_238,0.18641767570553425,0
gene_239,0.021871647134417364,0
gene_240,0.8600578779501685,0
gene_241,0.00900391276769752,0
gene_242,0.481427508494271,0
gene_243,0.6462769497683506,0
gene_244,0.8554311161151387,0
gene_245,0.04618656510061729,0
gene_246,0.5678274322635554,0
gene_247,0.5678274322635554,0
gene_248,0.6483155342556948,0
gene_249,0.555415481480168,0
