,pvals_adj,spatially_variable
gene_147,0.21009924994434837,0
gene_148,0.032524195529135276,0
gene_149,0.3802235978831346,0
gene_150,0.6668917280153045,0
gene_151,0.13451774299055286,0
gene_152,0.675717252432403,0
gene_153,0.04765006963597959,0
gene_154,0.20329258952528806,0
gene_155,0.03146696391244302,0
gene_156,0.5708456858194375,0
gene_157,0.009657065619394755,0
gene_158,0.5943376450093671,0
gene_159,0.48753184882749195,0
gene_160,0.5488744763972018,0
gene_161,0.2841192351685751,0
gene_162,0.4606642114144969,0
gene_163,0.5438278866766131,0
gene_164,0.6386218532417182,0
gene_165,0.0018794304854676982,0
gene_166,0.478346017144524,0
gene_167,0.40073045239476146,0
gene_168,0.14132270483252843,0
gene_169,0.4881049770976962,0
gene_170,0.4159164437026289,0
gene_171,0.021007410625775953,0
gene_172,0.18165501269411308,0
gene_173,0.24069711896315854,0
gene_174,0.6124191543603844,0
gene_175,0.2509011293399078,0
gene_176,0.5744545472589514,0
gene_177,0.5304001008941012,0
gene_178,0.367895452590895,0
gene_179,0.5438278866766131,0
gene_180,0.17077549664340963,0
gene_181,0.4159164437026289,0
gene_182,0.3349898260163809,0
gene_183,0.5125464732044661,0
gene_184,0.12112934381177366,0
gene_185,0.38536541715954103,0
gene_186,0.1827647024520438,0
gene_187,0.49896873281400095,0
gene_188,0.35915715784618524,0
gene_189,0.3477215574714476,0
gene_190,0.574734310589562,0
gene_191,0.20688369921952804,0
gene_192,0.6929461657642856,0
gene_193,0.5646483135309762,0
gene_194,0.5488744763972018,0
gene_195,0.31990114903217115,0
gene_196,0.7589872993265987,0
gene_197,0.49105914853043675,0
gene_198,0.23701816756471253,0
gene_199,0.6465098355636244,0
gene_200,0.7457707443171251,0
gene_201,0.48000246888416087,0
gene_202,0.27836641017711605,0
gene_203,0.49105914853043675,0
gene_204,0.5862115084250995,0
gene_205,0.3015015138300263,0
gene_206,0.13035833909883082,0
gene_207,0.2094127743578995,0
gene_208,0.15768469956380823,0
gene_209,0.3802235978831346,0
gene_210,0.49105914853043675,0
gene_211,0.5769001837417526,0
gene_212,0.36716419773180303,0
gene_213,0.6844866534380373,0
gene_214,0.15324248717906616,0
gene_215,0.24922859648206322,0
gene_216,0.10940156037356544,0
gene_217,0.5646483135309762,0
gene_218,0.48000246888416087,0
gene_219,0.15299694191596686,0
gene_220,0.12459364195242185,0
gene_221,0.11237341744722516,0
gene_222,0.12402575043681878,0
gene_223,0.0808010687695261,0
gene_224,0.21843453173097158,0
gene_225,0.20491760587832697,0
gene_226,0.6217575101381119,0
gene_227,0.14868270388810034,0
gene_228,0.44932327692176655,0
gene_229,0.10536353445396819,0
gene_230,0.5971909199324817,0
gene_231,0.08704206426690798,0
gene_232,0.6612716374566203,0
gene_233,0.3802235978831346,0
gene_234,0.5646483135309762,0
gene_235,0.6149335031529425,0
gene_236,0.157902502130844,0
gene_237,0.7881708084686062,0
gene_238,0.4825493562799703,0
gene_239,0.5861591493467411,0
gene_240,0.3524307002417386,0
gene_241,0.290367206508856,0
gene_242,0.10611660395751955,0
gene_243,0.7657519374801076,0
gene_244,0.157902502130844,0
gene_245,0.19676514151453628,0
gene_246,0.1446814218821418,0
gene_247,0.5708456858194375,0
gene_248,0.367895452590895,0
gene_249,0.7550885245024875,0
