,pvals_adj,spatially_variable
gene_163,0.5106187314597768,0
gene_164,0.667788644518519,0
gene_165,0.9468453077037761,0
gene_166,0.8757633582295741,0
gene_167,0.733683418077635,0
gene_168,0.7693368185633213,0
gene_169,0.6811979930747146,0
gene_170,0.6753134904731358,0
gene_171,0.2227609887907262,0
gene_172,0.4387080515761048,0
gene_173,0.4387080515761048,0
gene_174,0.8757633582295741,0
gene_175,0.5850695487381395,0
gene_176,0.3479306380472416,0
gene_177,0.6535288291728475,0
gene_178,0.3623723691719069,0
gene_179,0.32530136742260957,0
gene_180,0.8808056027247473,0
gene_181,0.4858525914228405,0
gene_182,0.6137504407369323,0
gene_183,0.35590104991365884,0
gene_184,0.733683418077635,0
gene_185,0.667788644518519,0
gene_186,0.5203328539919737,0
gene_187,0.667788644518519,0
gene_188,0.7116592165212234,0
gene_189,0.6876426712040706,0
gene_190,0.29400437956370196,0
gene_191,0.23587964282245358,0
gene_192,0.35590104991365884,0
gene_193,0.6152453291177212,0
gene_194,0.6337480649952852,0
gene_195,0.49321005391486267,0
gene_196,0.35058722983661356,0
gene_197,0.3807473491422022,0
gene_198,0.8757633582295741,0
gene_199,0.8073025310065206,0
gene_200,0.733683418077635,0
gene_201,0.8262862402136009,0
gene_202,0.338372896299471,0
gene_203,0.7844475443694914,0
gene_204,0.45299796003616555,0
gene_205,0.667788644518519,0
gene_206,0.7734322713333468,0
gene_207,0.8757633582295741,0
gene_208,0.6757392200936422,0
gene_209,0.6535288291728475,0
gene_210,0.8419739547453099,0
gene_211,0.7017868575055802,0
gene_212,0.4072724000444496,0
gene_213,0.7666770429129661,0
gene_214,0.4923254628271325,0
gene_215,0.5850695487381395,0
gene_216,0.8229525441784376,0
gene_217,0.5528879806053115,0
gene_218,0.7022240795884817,0
gene_219,0.11107244811558112,0
gene_220,0.4387080515761048,0
gene_221,0.7193181056090353,0
gene_222,0.45338579238956284,0
gene_223,0.733683418077635,0
gene_224,0.733683418077635,0
gene_225,0.6588656280665456,0
gene_226,0.723216439959361,0
gene_227,0.82990355106801,0
gene_228,0.852791926571762,0
gene_229,0.3436049281320037,0
gene_230,0.4359666011089618,0
gene_231,0.27085512457532124,0
gene_232,0.733683418077635,0
gene_233,0.852791926571762,0
gene_234,0.9214499505305525,0
gene_235,0.3136403863642509,0
gene_236,0.23411005998556098,0
gene_237,0.7263000109674845,0
gene_238,0.0740257787513409,0
gene_239,0.6137504407369323,0
gene_240,0.2859121075247671,0
gene_241,0.5106187314597768,0
gene_242,0.3479306380472416,0
gene_243,0.6757392200936422,0
gene_244,0.7116592165212234,0
gene_245,0.3918270618662346,0
gene_246,0.5122690783137084,0
gene_247,0.8799539211886633,0
gene_248,0.4858525914228405,0
gene_249,0.852791926571762,0
