,pvals_adj,spatially_variable
gene_60,0.22970917788915413,0
gene_61,0.5002698715693412,0
gene_62,0.6932139786567664,0
gene_63,0.4259719879348584,0
gene_64,0.38769616371391,0
gene_65,0.5203000924172562,0
gene_66,0.49289792704983343,0
gene_67,0.8367104276009611,0
gene_68,0.7782521339875336,0
gene_69,0.5469430007648627,0
gene_70,0.06766090861897783,0
gene_71,0.6588564781832346,0
gene_72,0.6682858154992137,0
gene_73,0.8472395449116171,0
gene_74,5.765288378202056e-06,0
gene_75,0.6363235785602531,0
gene_76,0.5009505643123173,0
gene_77,0.7010824837012751,0
gene_78,0.13162313318447544,0
gene_79,0.5153925574920587,0
gene_80,0.5043198454734913,0
gene_81,0.2279350887594608,0
gene_82,0.7904504139879207,0
gene_83,0.38984750232260423,0
gene_84,0.632048963778143,0
gene_85,0.632048963778143,0
gene_86,0.2913358927273928,0
gene_87,0.6645079669097965,0
gene_88,0.47833614950810727,0
gene_89,0.6961109909161999,0
gene_90,0.33350437629863083,0
gene_91,0.24602569645698286,0
gene_92,0.5459655646770316,0
gene_93,0.1576332271689355,0
gene_94,0.6682858154992137,0
gene_95,0.49289792704983343,0
gene_96,0.30155945679859125,0
gene_97,0.6682858154992137,0
gene_98,0.816604784285538,0
gene_99,0.3835634792508109,0
gene_100,0.33350437629863083,0
gene_101,0.23243318314951208,0
gene_102,0.38769616371391,0
gene_103,0.03126556774596668,0
gene_104,0.33835587774251574,0
gene_105,0.5555966433724556,0
gene_106,0.0009680962144380403,0
gene_107,0.21671608657831365,0
gene_108,0.354467458244128,0
gene_109,0.5906410257747049,0
gene_110,0.37003168337548503,0
gene_111,0.12794860299026437,0
gene_112,0.49875387708174485,0
gene_113,0.009153390448009818,0
gene_114,0.6442715715743464,0
gene_115,0.5576789720727883,0
gene_116,0.4387304651772836,0
gene_117,0.6466741649724915,0
gene_118,0.20360749039711354,0
gene_119,0.3614417354087206,0
gene_120,0.33119013303352096,0
gene_121,0.18708941679499952,0
gene_122,3.970019858706085e-05,0
gene_123,0.1352400174869485,0
gene_124,0.18955976483910572,0
gene_125,0.1660938144021214,0
gene_126,0.5043198454734913,0
gene_127,0.4108155766473537,0
gene_128,0.5516605763130125,0
gene_129,0.6491820239828173,0
gene_130,0.5009505643123173,0
gene_131,0.44497254411943404,0
gene_132,0.123668067683612,0
gene_133,0.3001709644184997,0
gene_134,0.2263326278557678,0
gene_135,0.4026306519547158,0
gene_136,0.2426885356777603,0
gene_137,0.8165038221029751,0
gene_138,0.24925591368783723,0
gene_139,0.6360587223096594,0
gene_140,0.06508345495924639,0
gene_141,0.6102694529906597,0
gene_142,0.7782521339875336,0
gene_143,0.18598053753893462,0
gene_144,0.48725701644090086,0
gene_145,0.2913358927273928,0
gene_146,0.7071894791792246,0
gene_147,1.3118376445990627e-15,0
gene_148,0.21033976688681993,0
gene_149,0.7765562601113926,0
gene_150,0.47331835694895025,0
gene_151,0.3094693309414972,0
gene_152,0.4259719879348584,0
gene_153,2.825660481377279e-25,0
gene_154,0.6189851512967356,0
gene_155,0.7309367117318323,0
gene_156,0.13162313318447544,0
gene_157,0.6900621844320943,0
gene_158,0.12695732018170802,0
gene_159,0.027157095564987677,0
gene_160,0.4259719879348584,0
gene_161,0.7165558489537744,0
gene_162,0.5425770437098303,0
gene_163,0.12661678557405687,0
gene_164,0.7782521339875336,0
gene_165,0.3636444347078839,0
gene_166,0.6363235785602531,0
gene_167,0.48727486687016874,0
gene_168,0.5394174515190777,0
gene_169,0.001507488728854076,0
gene_170,0.23455685439509238,0
gene_171,0.42181504447507245,0
gene_172,0.47833614950810727,0
gene_173,0.5425770437098303,0
gene_174,0.12153927383159663,0
gene_175,0.29955293450254145,0
gene_176,0.4259719879348584,0
gene_177,0.3589212819369429,0
gene_178,0.47331835694895025,0
gene_179,0.24925591368783723,0
gene_180,0.5257170954788106,0
gene_181,0.12661678557405687,0
gene_182,0.2749580826145247,0
gene_183,0.26076937741977835,0
gene_184,0.4949121082540431,0
gene_185,0.019630252364311106,0
gene_186,0.5467497327796699,0
gene_187,0.5153925574920587,0
gene_188,0.00024003960788067797,0
gene_189,0.4802904769071424,0
gene_190,0.5425770437098303,0
gene_191,0.5153925574920587,0
gene_192,0.5906410257747049,0
gene_193,0.5658659129613353,0
gene_194,0.8988991535498478,0
gene_195,0.7782521339875336,0
gene_196,0.6262192067251172,0
gene_197,0.13678143870005444,0
gene_198,0.5906410257747049,0
gene_199,0.7370423657045395,0
gene_200,0.5141404151013454,0
gene_201,0.7165558489537744,0
gene_202,0.6772289773964465,0
gene_203,1.360033991053975e-08,0
gene_204,0.00973699299148048,0
gene_205,0.1960288344562105,0
gene_206,0.7956191671294303,0
gene_207,0.24925591368783723,0
gene_208,4.2032762004490286e-07,0
gene_209,0.07100218871633497,0
gene_210,0.5141404151013454,0
gene_211,0.36688264997734954,0
gene_212,0.06251883457430427,0
gene_213,0.6491820239828173,0
gene_214,0.4543642754416952,0
gene_215,0.49583567337586854,0
gene_216,0.47331835694895025,0
gene_217,0.4844892074501675,0
gene_218,0.6371482964033416,0
gene_219,0.012194026747960435,0
gene_220,0.183677078329452,0
gene_221,0.6102694529906597,0
gene_222,0.44275593514851597,0
gene_223,0.49289792704983343,0
gene_224,0.1660938144021214,0
gene_225,0.8201983879974923,0
gene_226,0.43155756552931585,0
gene_227,0.40458591897348695,0
gene_228,0.4153064130144792,0
gene_229,0.5116030441887575,0
gene_230,0.49646620773672206,0
gene_231,0.5516605763130125,0
gene_232,9.358132383151715e-06,0
gene_233,0.8930158147348917,0
gene_234,0.24925591368783723,0
gene_235,0.6102694529906597,0
gene_236,0.7961795112301874,0
gene_237,0.4543642754416952,0
gene_238,0.7433294919124813,0
gene_239,0.5257170954788106,0
gene_240,0.5222720770847505,0
gene_241,0.47833614950810727,0
gene_242,0.5203000924172562,0
gene_243,0.2913358927273928,0
gene_244,0.6515150018943536,0
gene_245,0.1962336550920018,0
gene_246,0.7306580239297927,0
gene_247,0.5544192998629118,0
gene_248,0.5906410257747049,0
gene_249,0.8038782899497388,0
