,pvals_adj,spatially_variable
gene_174,0.3431748504459419,0
gene_175,0.775953199873043,0
gene_176,0.8946820580557637,0
gene_177,0.6685554166920865,0
gene_178,0.39265432502701564,0
gene_179,0.3775394945419582,0
gene_180,0.8919620914442354,0
gene_181,7.377565572212507e-20,0
gene_182,0.8968566283305878,0
gene_183,0.8888374192034727,0
gene_184,0.7282294738732645,0
gene_185,0.888672426132568,0
gene_186,0.3775394945419582,0
gene_187,0.5333419605435251,0
gene_188,0.8596865541491848,0
gene_189,0.6685554166920865,0
gene_190,0.18940987396403136,0
gene_191,0.5617369701829797,0
gene_192,0.3796981489491554,0
gene_193,0.4252732945437219,0
gene_194,0.6986742042017872,0
gene_195,0.8003411617937856,0
gene_196,0.6856944100871707,0
gene_197,0.8003411617937856,0
gene_198,0.6986742042017872,0
gene_199,0.5521794987726577,0
gene_200,0.5164929667260121,0
gene_201,0.4291056677686708,0
gene_202,0.9073473582024523,0
gene_203,0.7058693617388166,0
gene_204,0.0009981572635548313,0
gene_205,0.36368101479612563,0
gene_206,0.9153770166569289,0
gene_207,0.7797916407716368,0
gene_208,0.5164929667260121,0
gene_209,0.9289766844275595,0
gene_210,0.8888374192034727,0
gene_211,0.9167076664178213,0
gene_212,0.5277768441957673,0
gene_213,0.8888374192034727,0
gene_214,0.5521794987726577,0
gene_215,0.5164929667260121,0
gene_216,8.844952853661181e-21,0
gene_217,0.3796981489491554,0
gene_218,0.4015290925340869,0
gene_219,0.6986742042017872,0
gene_220,0.7126496266222009,0
gene_221,0.8395898116927452,0
gene_222,0.5521794987726577,0
gene_223,0.8395898116927452,0
gene_224,0.2229535391503357,0
gene_225,0.6880555489004151,0
gene_226,0.6306566639748629,0
gene_227,0.8395898116927452,0
gene_228,0.9097069395324173,0
gene_229,0.6039701986478462,0
gene_230,0.5521794987726577,0
gene_231,0.3775394945419582,0
gene_232,0.3867478879184075,0
gene_233,0.9097069395324173,0
gene_234,0.8003411617937856,0
gene_235,0.5164929667260121,0
gene_236,0.8395898116927452,0
gene_237,0.6456059757225515,0
gene_238,0.9097069395324173,0
gene_239,0.9097069395324173,0
gene_240,0.5521794987726577,0
gene_241,0.32961289240032926,0
gene_242,0.2741159277252213,0
gene_243,0.25823781483449837,0
gene_244,0.8733513534153488,0
gene_245,0.9512520617742155,0
gene_246,0.921885793195802,0
gene_247,0.9543409305460326,0
gene_248,0.011654794209372337,0
gene_249,0.6905027602623013,0
